,CH1,CH2,CH3,CH4
0,-126,0,-256,-510
1,-259,-128,-127,-387
2,-384,-3,-1,137
3,-254,-1,0,-1024
4,-512,-135,0,-763
5,-256,-380,-256,-768
6,-641,127,2,-641
7,-3,-385,0,-638
8,-377,-3,0,-128
9,-384,-128,-384,-640
10,-384,-1,-123,-1016
11,-386,-259,255,9
12,-378,-381,-2,-269
13,-128,-131,128,-764
14,-391,-511,128,1
15,-381,126,126,-510
16,-254,-9,128,-384
17,-513,-769,-384,-256
18,-128,-117,-254,-260
19,-128,-5,-256,-769
20,-385,-512,0,-384
21,-7,-3,1,-640
22,-128,-2,-255,-132
23,-643,383,-256,-261
24,-377,-259,-128,-641
25,1,131,-1,-508
26,-129,-1,-257,-386
27,1,0,-128,-512
28,-128,-6,1,-260
29,-385,384,-128,381
30,-256,-388,-1,-389
31,-511,7,-257,4
32,-640,253,-128,-262
33,-256,-129,-257,-383
34,-255,0,-258,0
35,-639,252,0,2
36,-509,253,-128,-512
37,-382,-517,-1,-256
38,-254,-508,-256,-513
39,-257,-126,-129,-384
40,-388,1,-385,-512
41,-512,258,-255,-512
42,-262,-127,-386,-640
43,125,1,128,-384
44,3,-129,-261,-257
45,-640,1,-384,-386
46,-131,-1,-127,-384
47,5,128,-128,-257
48,-506,383,0,-513
49,-510,254,-131,-509
50,-515,-2,-638,-254
51,-509,-255,3,-393
52,-250,0,-258,-765
53,-259,-128,-128,-383
54,-384,-128,-382,-1024
55,-258,-128,-387,-1286
56,-382,129,-128,-256
57,-513,255,-255,-386
58,-385,-1,130,-641
59,-384,-1,-130,-512
60,-510,-128,-256,-256
61,-646,-3,-129,-513
62,-256,128,-127,-256
63,-385,255,-385,-641
64,-121,130,-254,-383
65,-134,253,-128,-511
66,-643,-386,-256,-259
67,-377,-128,-128,-638
68,-129,-128,-129,128
69,-508,0,128,-262
70,-513,0,-130,-642
71,-385,127,-382,-641
72,-383,-260,514,-638
73,-128,-256,128,-124
74,-381,254,-385,-256
75,-384,128,-2,-1022
76,-258,251,0,-509
77,-378,-512,-5,-128
78,1,260,-383,-258
79,-392,0,2,-641
80,-382,256,-257,-512
81,-255,-505,-257,-641
82,-8,-385,-2,-384
83,134,-641,128,-640
84,-511,-250,0,-256
85,-132,0,0,-382
86,-380,-128,0,-263
87,-508,-258,-255,-1152
88,-646,-125,-262,-151
89,-128,-511,126,129
90,-256,-133,128,-252
91,-125,127,130,-1024
92,126,1,-384,-390
93,-256,0,122,-381
94,0,-10,265,-396
95,-370,261,-126,-246
96,-517,-639,0,-901
97,-131,0,-128,128
98,-255,-1,-511,-896
99,-390,127,126,123
100,-126,-123,-128,-626
