,CH1,CH2,CH3,CH4
0,1024,513,510,-1290
1,1153,509,1144,-771
2,1280,256,-272,-519
3,1406,646,-233,-389
4,1150,640,387,-1027
5,1155,511,113,-1024
6,1281,261,0,-392
7,1279,1,769,896
8,1149,508,389,1156
9,1536,266,512,-106
10,1043,346,516,-435
11,886,1024,388,767
12,1279,260,129,-126
13,1023,254,128,128
14,1152,-125,383,768
15,769,519,379,637
16,1279,-10,1,-133
17,896,16,517,-912
18,1278,383,389,-1152
19,1279,128,127,548
20,1026,638,256,1661
21,1150,637,640,1152
22,1407,385,520,-623
23,1282,508,132,-280
24,1153,520,242,1911
25,1152,256,513,89
26,1025,255,258,-1145
27,1024,503,-125,410
28,1157,-254,398,638
29,1536,1043,504,489
30,1279,768,-1,-257
31,1273,-9,388,260
32,766,4,127,-261
33,1157,389,128,684
34,1153,765,128,2050
35,1408,894,383,371
36,1024,397,516,-123
37,1153,256,257,-394
38,1412,255,259,388
39,764,513,7,-640
40,1017,383,768,-130
41,1401,392,-23,-254
42,891,639,9,256
43,1161,516,780,-382
44,1146,767,634,384
45,887,250,383,-412
46,769,508,255,-1044
47,1028,381,134,1156
48,1151,129,512,21
49,1280,251,128,-383
50,1150,493,387,-252
51,1155,636,0,-510
52,766,127,384,351
53,1416,384,516,1658
54,1413,265,896,128
55,896,1165,369,150
56,1154,756,261,1664
57,1023,639,767,1891
58,1278,513,249,503
59,1150,512,260,-247
60,1025,256,379,121
61,896,-1,639,-1029
62,891,122,254,-9
63,1279,381,641,-515
64,1026,763,4,-664
65,1152,640,388,400
66,1024,384,384,896
67,1284,383,258,1528
68,1147,124,640,644
69,637,771,257,504
70,896,640,640,-1184
71,1409,514,-8,-2542
72,1149,512,253,-390
73,1154,385,640,-1043
74,1153,767,131,-2048
75,893,642,384,-1155
76,893,134,19,-1178
77,1148,254,106,1381
78,1151,503,899,1442
79,1151,1028,127,-256
80,1023,896,769,1048
81,1408,379,380,-2304
82,1019,635,254,-667
83,1030,763,130,-256
84,1151,384,642,-1646
85,894,637,750,-1152
86,1023,-1,-127,2271
87,1025,770,388,786
88,1278,664,5,-2381
89,1156,131,2,-2088
90,1013,354,511,-793
91,1408,637,256,-637
92,1031,254,260,-259
93,900,523,-118,-1285
94,1408,636,896,-507
95,1019,378,113,-776
96,1280,384,122,-641
97,1147,516,512,-910
98,1024,640,256,-885
99,1150,638,513,129
100,896,512,642,-508
101,1154,384,0,248
102,1541,388,-132,-1658
103,1029,254,379,-1274
104,1150,635,392,-6
105,1024,512,-261,381
106,1152,-2,0,255
107,1013,905,510,126
108,512,770,128,268
109,900,387,514,726
110,769,769,384,-1554
111,1152,126,647,195
112,897,641,517,2179
113,1405,513,-130,1239
114,770,652,117,-129
115,1286,-257,511,-256
116,1152,879,385,-1123
117,1025,384,511,-1032
118,768,384,510,-260
119,901,511,637,-386
120,1026,384,261,-252
121,769,640,139,-511
122,1154,382,902,374
123,1023,515,606,1929
124,1281,512,133,640
125,1283,248,1030,-766
126,1408,-1,381,246
127,1022,385,257,256
128,1279,245,127,255
129,1152,766,256,2
130,1271,268,247,-377
131,1287,256,764,-639
132,1019,256,777,-642
133,1536,257,256,-128
134,1027,384,640,614
135,1281,384,256,1927
136,1024,510,767,872
137,1280,509,508,-1545
138,1149,256,0,-145
139,1664,391,384,383
140,1160,768,519,384
141,1018,263,-2,260
142,1409,-14,761,-644
143,1040,630,383,996
144,1019,533,774,1690
145,1026,-256,-130,128
146,768,751,374,-512
147,1028,766,254,-773
148,1791,385,-130,-1025
149,1273,511,384,-644
150,1024,128,513,-1153
151,1279,513,513,-377
152,897,259,518,636
153,1280,384,127,253
154,1286,645,622,-166
155,1150,263,655,1640
156,1398,240,378,733
157,1409,387,640,-509
158,1284,0,260,-902
159,1152,517,388,-640
160,1280,768,769,-918
161,1023,508,-15,898
162,1025,513,-513,-380
163,1279,896,276,-130
164,1154,390,384,-6
165,1536,129,514,764
166,900,641,642,905
167,1148,257,258,-1521
168,1147,627,105,-202
169,1407,521,895,515
170,1156,385,136,147
171,1152,259,1,-1029
172,1154,512,384,-1026
173,1029,520,-5,-508
174,1535,760,134,-124
175,1269,-2,769,647
176,1152,512,382,122
177,1150,-135,382,137
178,1024,388,128,256
179,1279,377,382,257
180,1154,380,245,632
181,1148,640,1152,1024
182,1292,392,412,645
183,770,384,127,-132
184,1147,386,256,-256
185,1282,390,255,904
186,1536,896,256,113
187,1133,246,376,164
188,768,386,2,1278
189,1030,383,655,-1748
190,1153,512,506,-3076
191,1283,511,129,-2656
192,1148,384,511,-890
193,898,128,256,-1157
194,1394,497,117,-2143
195,1536,647,387,-2582
196,911,-4,-5,497
197,1022,898,642,1667
198,1279,632,3,-216
199,1152,388,-126,-1152
200,1408,898,135,-412
201,1136,370,645,374
202,769,0,379,-898
203,1154,389,385,-111
204,1026,517,512,1532
205,1408,128,762,768
206,1025,639,-1,-635
207,1277,131,768,-536
208,1158,385,262,894
209,1030,128,517,1
210,892,641,-129,7
211,1280,126,640,-1920
212,1027,773,260,0
213,894,762,-381,-639
214,640,632,386,647
215,898,118,-2,-946
216,1149,261,507,-2432
217,1662,513,383,-205
218,774,385,256,1149
219,1023,252,384,384
220,894,-144,391,-1404
221,1279,889,-5,-773
222,1029,279,630,-1155
223,1152,384,383,-256
224,899,510,514,-1154
225,772,898,-145,-905
226,1153,767,142,-1923
227,1026,640,379,-1130
228,1413,384,-134,-1149
229,1273,262,146,-637
230,1021,773,768,-761
231,893,631,247,680
232,1028,126,128,912
233,1405,512,384,-513
234,1024,109,756,994
235,1151,1153,902,1048
236,898,-125,258,-513
237,895,388,520,1024
238,768,129,638,768
239,1030,772,-5,1023
240,1286,383,522,896
241,1535,1029,757,1511
242,1279,768,252,-1277
243,1135,1141,393,810
244,774,6,382,1160
245,1663,387,6,508
246,770,131,639,114
247,1153,506,257,1407
248,1026,618,370,315
249,1404,890,384,-1025
250,1665,-2,0,-13
251,1404,654,516,-394
252,1403,512,384,-512
253,1657,771,514,-120
254,1019,369,513,384
255,1280,272,503,-152
256,897,1026,-2,-1028
257,1153,506,258,-1114
258,1151,384,125,1293
259,1408,383,512,-314
260,1414,120,132,-1667
261,899,890,256,-118
262,1145,660,123,886
263,1025,0,510,485
264,896,384,0,-640
265,1033,256,514,529
266,1537,512,256,889
267,1145,123,383,2329
268,896,0,256,1109
269,1413,515,637,-1407
270,1147,384,128,634
271,765,379,640,-6
272,891,125,-369,1024
273,1280,1152,-270,889
274,1028,20,381,263
275,1019,511,254,256
276,1152,133,637,-858
277,1023,257,252,-2432
278,896,256,-255,-785
279,898,649,642,-1408
280,1021,643,-6,-1018
281,768,515,132,-2304
282,1154,768,130,-909
283,1277,381,774,0
284,1027,506,385,385
285,898,767,389,4
286,1150,386,771,-615
287,1025,639,127,-677
288,1146,391,643,1133
289,1152,380,-128,-550
290,1026,2,-6,-2049
291,1026,511,385,-637
292,1410,-3,256,-1277
293,1403,663,645,144
294,1279,638,388,-1314
295,1144,266,394,-1757
296,767,1029,896,-241
297,1285,881,124,134
298,1152,512,-1,639
299,1280,512,384,246
300,1288,379,384,251
301,1022,767,511,1532
302,1280,264,386,-752
303,896,128,255,-755
304,1024,637,256,-125
305,1020,893,384,0
306,1026,514,255,129
307,1143,382,252,256
308,770,255,-127,-5
309,1418,515,134,262
310,1151,511,255,1298
311,1151,381,513,2143
312,1025,257,511,-751
313,1027,256,640,-128
314,1280,249,525,1052
315,1152,512,130,-1005
316,1280,0,-131,-1048
317,1153,134,125,642
318,1283,512,-132,-116
319,769,380,771,139
320,1281,124,124,511
321,888,-123,652,249
322,1284,512,513,-512
323,1268,645,761,-1789
324,896,898,-2,-522
325,1414,-2,263,-512
326,1281,361,640,-513
327,1152,636,263,-513
328,901,775,114,-239
329,895,384,637,-1029
330,894,640,516,882
331,1024,126,384,374
332,1022,640,256,505
333,1149,763,260,647
334,895,129,895,242
335,1409,383,509,-1943
336,1282,128,509,-1041
337,1280,904,640,-386
338,1151,778,383,-1020
339,1280,128,515,-1409
340,1147,497,-4,-900
341,1410,513,633,-279
342,1150,395,384,1394
343,1409,0,638,-256
344,897,638,3,-1792
345,1154,127,514,291
346,1407,511,639,9
347,1277,254,640,-2203
348,1024,637,257,-2052
349,1153,895,646,-1141
350,1024,644,1023,881
351,1024,512,646,505
352,632,655,123,-756
353,1277,127,510,-171
354,903,624,253,1228
355,1276,388,516,1288
356,1158,379,-5,-214
357,1152,640,1027,-1024
358,1153,256,515,-401
359,767,130,257,-390
360,898,514,257,-1918
361,1279,640,-125,-1029
362,1021,640,512,-659
363,1152,382,506,1024
364,1407,129,-1,-628
365,1283,376,384,-2055
366,1269,651,-1,-795
367,1532,372,502,-1129
368,1289,771,387,-1390
369,896,-138,513,-2430
370,1150,390,768,-395
371,1153,507,250,389
372,1280,381,4,1151
373,1151,387,514,762
374,1152,647,255,503
375,1028,882,384,-227
376,1408,-1,256,1280
377,1024,655,513,-778
378,1275,393,15,126
379,1405,128,-384,-1280
380,1425,381,506,-648
381,770,256,129,-640
382,1021,256,896,-512
383,892,126,247,1923
384,1024,128,384,-677
385,1021,260,247,-998
386,1026,644,392,11
387,1146,756,752,768
388,766,128,-260,-18
389,1032,258,261,-631
390,1022,256,255,256
391,892,642,512,-516
392,886,768,519,-775
393,1408,768,135,-271
394,1162,767,-6,870
395,1152,637,387,643
396,1151,127,256,140
397,1279,257,259,-257
398,1024,256,382,396
399,1042,647,127,-770
400,1793,896,387,647
401,1398,1020,383,1011
402,1407,387,256,380
403,1151,641,5,2048
404,1151,645,769,7
405,1151,385,128,239
406,1155,620,1010,967
407,1024,896,406,1922
408,1150,642,124,393
409,1151,380,384,-384
410,1023,258,0,-384
411,1410,514,389,15
412,1281,249,506,1022
413,1023,131,2,-1595
414,1151,389,637,-3072
415,1279,640,255,-1233
416,1026,386,512,378
417,1024,129,384,128
418,1022,382,257,-1159
419,1277,378,257,1380
420,1297,767,367,2472
421,896,256,636,244
422,1024,126,1,773
423,769,641,403,-535
424,1156,513,374,-488
425,1149,1027,261,876
426,1154,512,636,-1313
427,1149,384,0,-965
428,1023,387,512,270
429,1154,642,0,896
430,1151,517,512,767
431,1019,129,3,1545
432,896,770,112,1307
433,1153,128,512,-384
434,1151,639,256,141
435,1410,380,508,-1792
436,1408,513,130,-1029
437,1141,645,1153,-515
438,770,766,118,0
439,1290,241,398,910
440,1276,129,382,1285
441,1145,512,385,-416
442,1026,383,513,-1031
443,1411,639,638,-253
444,1153,379,385,-139
445,1024,772,256,1149
446,1278,28,380,548
447,1028,262,512,-256
448,1018,638,896,628
449,1538,385,629,508
450,1281,639,0,640
451,1278,249,644,639
452,886,388,123,896
453,906,385,264,612
454,1281,642,516,-258
455,893,766,634,131
456,1150,512,131,527
457,1408,638,256,1120
458,1287,134,254,-1017
459,772,381,383,258
460,1010,627,262,-390
461,1153,1024,135,1163
462,768,0,897,128
463,905,384,-131,-519
464,1277,127,512,-132
465,767,512,123,348
466,1152,256,128,-2328
467,895,518,-5,-1770
468,1412,512,-129,-652
469,1271,257,256,1277
470,767,639,378,-384
471,1155,386,767,-511
472,1025,-16,522,-395
473,1147,766,507,880
474,1155,392,514,1165
475,1023,388,127,0
476,1024,640,256,-491
477,1022,515,253,-1920
478,897,768,130,-1165
479,1153,378,512,-128
480,1024,384,256,-246
481,1153,387,644,-1024
482,1025,769,385,-266
483,893,254,256,-133
484,884,249,129,886
485,1663,382,0,741
486,1043,399,102,2306
487,1024,-4,896,354
488,895,1,2,-773
489,1155,261,513,-887
490,1276,658,0,137
491,899,1137,650,1022
492,1280,125,391,641
493,1025,388,3,1146
494,1407,128,640,383
495,1145,649,767,1033
496,1024,640,515,360
497,1153,769,0,-1152
498,1410,274,120,-4
499,1030,-8,894,-257
500,1020,509,392,-259
501,1280,256,125,-134
502,896,255,0,-510
503,902,511,512,543
504,891,256,127,1659
505,648,394,386,494
506,1284,1151,381,763
507,1010,498,770,-281
508,896,0,262,-249
509,1157,508,1,389
510,1155,-252,498,260
511,764,381,897,-256
512,896,516,274,-438
513,1279,512,256,-3192
514,1279,512,130,-1940
515,1402,127,-130,-1018
516,896,512,-4,1004
517,1152,771,248,1128
518,897,895,7,-378
519,1279,500,1037,-524
520,895,128,377,-2048
521,1286,652,257,-2026
522,1152,896,257,-132
523,1282,509,511,-384
524,1280,129,133,382
525,1280,258,127,-131
526,1289,124,127,1145
527,900,384,381,-249
528,894,0,763,-776
529,897,385,640,-390
530,893,0,1,-1163
531,1153,132,260,528
532,1026,511,511,107
533,1025,251,512,-2063
534,1280,128,259,-1041
535,1152,260,0,-905
536,1278,635,253,-1914
537,1281,645,381,-2567
538,1156,9,647,-298
539,1144,372,133,1660
540,1283,652,257,212
541,1025,128,129,-2432
542,1151,885,639,-640
543,1279,636,126,-256
544,896,0,128,-379
545,1154,514,0,-1564
546,1151,383,125,-2433
547,1281,770,513,-1267
548,1283,643,387,882
549,1152,512,257,1154
550,1536,382,2,1426
551,1157,511,125,31
552,1153,272,352,205
553,1022,127,1025,265
554,1283,381,265,-1746
555,1025,644,129,-1664
556,1536,1152,-1,1483
557,892,507,388,2170
558,513,383,384,8
559,1159,381,262,0
560,1147,-128,640,-2
561,896,257,506,255
562,1278,247,127,264
563,1027,770,637,-1919
564,1020,246,777,161
565,906,894,390,698
566,764,134,381,-739
567,1152,404,382,-1532
568,1151,763,0,-772
569,1537,130,386,-513
570,1281,769,383,-385
571,1285,-39,645,-236
572,1281,-120,639,-10
573,894,510,506,-1416
574,1153,127,384,-128
575,1152,382,509,643
576,1023,-125,-1,273
577,1276,380,512,-1152
578,1413,898,253,-1036
579,1279,512,768,-901
580,1409,379,381,-2304
581,1017,635,129,-977
582,1024,0,385,393
583,1402,524,514,918
584,893,509,507,1143
585,1157,384,-15,-402
586,1022,384,7,3
587,1023,257,638,-648
588,895,384,0,-382
589,1031,0,512,-1
590,1277,619,894,-635
591,1152,777,649,-383
592,1133,-5,260,-867
593,1663,1025,259,-395
594,1410,380,384,1796
595,1151,771,253,-126
596,1280,510,258,1115
597,896,378,373,1538
598,1281,128,136,1272
599,1150,641,1018,-390
600,1412,261,0,631
601,1406,386,774,1792
602,1022,767,265,-244
603,1406,515,0,-1414
604,1039,626,-28,18
605,894,768,1026,1541
606,1021,639,6,7
607,1152,766,256,-384
608,1025,512,128,128
609,1028,906,131,-1275
610,1409,761,382,393
611,767,368,-2,-1196
612,1149,132,376,-1920
613,1407,511,639,691
614,1027,127,256,1666
615,1151,641,384,128
616,1150,895,0,-1418
617,1282,897,374,1002
618,899,774,403,1935
619,1280,512,1,1274
620,1540,129,510,890
621,1023,258,379,-527
622,1409,385,515,-109
623,1016,635,248,913
624,1153,256,2,87
625,1158,511,389,-1808
626,1399,-6,384,-487
627,766,135,382,525
628,1283,638,256,526
629,1013,510,384,-1026
630,1024,266,131,-18
631,1408,126,378,0
632,1149,766,641,9
633,1665,508,382,-1024
634,1030,640,512,-1662
635,771,639,373,-1653
636,1030,639,261,-256
637,1150,240,768,-1156
638,1022,1,249,-258
639,892,648,263,-788
640,898,517,383,-1532
641,1284,383,-14,-1147
642,1153,502,-4,-257
643,1023,773,1023,-387
644,1019,258,154,521
645,1279,641,384,-901
646,1406,515,512,-635
647,1533,1016,383,-1272
648,1277,251,511,256
649,1529,638,501,-404
650,760,127,-1,-640
651,1296,506,389,-1188
652,1412,-128,385,-1918
653,1022,773,507,-618
654,1278,512,1,-383
655,1536,384,385,15
656,1029,493,258,-240
657,1024,1029,255,-1150
658,1014,128,132,348
659,1407,896,0,-26
660,1152,128,381,-512
661,1280,258,638,1792
662,1021,636,384,-250
663,896,637,513,135
664,1024,256,384,-641
665,1273,126,254,136
666,767,128,255,-128
667,1025,640,512,135
668,770,384,384,256
