,CH1,CH2,CH3,CH4,,Gate Volteage,Drain Voltage,Drain Current
2321,1153,-133,11392,768,,0.090078125,-2.07813E-05,0.000048
2322,1150,3,10360,-133,,0.08984375,4.6875E-07,-8.3125E-06
2323,1533,-253,9485,115,,0.119765625,-3.95313E-05,7.1875E-06
2324,1414,-130,9984,640,,0.11046875,-2.03125E-05,0.00004
2325,1143,129,13092,-118,,0.089296875,2.01563E-05,-0.000007375
2326,1535,-128,14075,-897,,0.119921875,-0.00002,-5.60625E-05
2327,1032,-257,11888,-384,,0.080625,-4.01563E-05,-0.000024
2328,904,-124,9964,782,,0.070625,-0.000019375,0.000048875
2329,1280,0,10119,1157,,0.1,0,7.23125E-05
2330,889,-519,11932,1662,,0.069453125,-8.10938E-05,0.000103875
2331,1158,-381,12026,1021,,0.09046875,-5.95313E-05,6.38125E-05
2332,1404,11,11892,887,,0.1096875,1.71875E-06,5.54375E-05
2333,1150,128,11527,247,,0.08984375,0.00002,1.54375E-05
2334,1145,-516,12931,-260,,0.089453125,-0.000080625,-0.00001625
2335,766,-128,12162,-256,,0.05984375,-0.00002,-0.000016
2336,903,-127,12288,-126,,0.070546875,-1.98438E-05,-0.000007875
2337,1028,257,10149,229,,0.0803125,4.01563E-05,1.43125E-05
2338,896,-128,11472,529,,0.07,-0.00002,3.30625E-05
2339,1271,253,13293,-797,,0.099296875,3.95313E-05,-4.98125E-05
2340,1152,-1,12755,1148,,0.09,-1.5625E-07,0.00007175
2341,1151,131,10374,143,,0.089921875,2.04688E-05,8.9375E-06
2342,1407,255,11170,384,,0.109921875,3.98438E-05,0.000024
2343,896,-130,12424,-6,,0.07,-2.03125E-05,-0.000000375
2344,1160,-259,12135,636,,0.090625,-4.04688E-05,0.00003975
2345,1151,-384,11388,-386,,0.089921875,-0.00006,-0.000024125
2346,1151,0,12053,269,,0.089921875,0,1.68125E-05
2347,1154,-128,12928,1151,,0.09015625,-0.00002,7.19375E-05
2348,1279,258,14598,384,,0.099921875,4.03125E-05,0.000024
2349,1025,392,13469,-1272,,0.080078125,0.00006125,-0.0000795
2350,1150,-130,11392,-1809,,0.08984375,-2.03125E-05,-0.000113063
2351,1152,370,10858,46,,0.09,5.78125E-05,0.000002875
2352,1156,256,11556,901,,0.0903125,0.00004,5.63125E-05
2353,1022,260,8846,895,,0.07984375,0.000040625,5.59375E-05
2354,1280,-517,10112,1024,,0.1,-8.07813E-05,0.000064
2355,1025,-124,11774,-384,,0.080078125,-0.000019375,-0.000024
2356,1282,-136,10493,525,,0.10015625,-0.00002125,3.28125E-05
2357,1280,-126,12045,895,,0.1,-1.96875E-05,5.59375E-05
2358,1151,141,11238,101,,0.089921875,2.20313E-05,6.3125E-06
2359,1151,248,9985,-896,,0.089921875,0.00003875,-0.000056
2360,1408,-516,11014,141,,0.11,-0.000080625,8.8125E-06
2361,1155,-130,11648,-1,,0.090234375,-2.03125E-05,-6.25E-08
2362,1025,-3,11392,256,,0.080078125,-4.6875E-07,0.000016
2363,894,-384,9227,-509,,0.06984375,-0.00006,-3.18125E-05
2364,1151,-10,10593,374,,0.089921875,-1.5625E-06,0.000023375
2365,1147,13,11519,1257,,0.089609375,2.03125E-06,7.85625E-05
2366,1280,-256,10736,1384,,0.1,-0.00004,0.0000865
2367,1023,-1,8837,-639,,0.079921875,-1.5625E-07,-3.99375E-05
2368,1281,3,9388,774,,0.100078125,4.6875E-07,0.000048375
2369,1019,384,10118,-384,,0.079609375,0.00006,-0.000024
2370,1034,-17,10767,767,,0.08078125,-2.65625E-06,4.79375E-05
2371,1409,-640,11385,-647,,0.110078125,-0.0001,-4.04375E-05
2372,1144,146,10487,543,,0.089375,2.28125E-05,3.39375E-05
2373,1026,-11,11008,391,,0.08015625,-1.71875E-06,2.44375E-05
2374,1153,-510,10476,1551,,0.090078125,-7.96875E-05,9.69375E-05
2375,1282,125,9344,654,,0.10015625,1.95313E-05,0.000040875
2376,1401,-129,10623,268,,0.109453125,-2.01563E-05,0.00001675
2377,1024,-5,9873,1536,,0.08,-7.8125E-07,0.000096
2378,1150,-1,10731,265,,0.08984375,-1.5625E-07,1.65625E-05
2379,636,256,11020,635,,0.0496875,0.00004,3.96875E-05
2380,1410,-4,8681,-128,,0.11015625,-0.000000625,-0.000008
2381,901,1,8837,-1151,,0.070390625,1.5625E-07,-7.19375E-05
2382,1032,254,10116,-375,,0.080625,3.96875E-05,-2.34375E-05
2383,1153,-133,9990,384,,0.090078125,-2.07813E-05,0.000024
2384,1148,-516,10862,519,,0.0896875,-0.000080625,3.24375E-05
2385,1025,-382,9473,1153,,0.080078125,-5.96875E-05,7.20625E-05
2386,1152,-2,10626,101,,0.09,-3.125E-07,6.3125E-06
2387,1023,-6,8957,-522,,0.079921875,-9.375E-07,-0.000032625
2388,1023,510,9922,642,,0.079921875,7.96875E-05,0.000040125
2389,896,-369,11011,131,,0.07,-5.76563E-05,8.1875E-06
2390,896,-265,8952,765,,0.07,-4.14063E-05,4.78125E-05
2391,896,0,12892,774,,0.07,0,0.000048375
2392,896,-130,10368,122,,0.07,-2.03125E-05,0.000007625
2393,897,-126,11008,-655,,0.070078125,-1.96875E-05,-4.09375E-05
2394,899,-9,8944,1301,,0.070234375,-1.40625E-06,8.13125E-05
2395,1278,-250,9974,1664,,0.09984375,-3.90625E-05,0.000104
2396,1279,383,11381,1542,,0.099921875,5.98438E-05,0.000096375
2397,1279,-263,9971,1536,,0.099921875,-4.10938E-05,0.000096
2398,1150,-135,9608,876,,0.08984375,-2.10938E-05,0.00005475
2399,1151,-638,9599,637,,0.089921875,-9.96875E-05,3.98125E-05
2400,1151,132,9874,110,,0.089921875,0.000020625,0.000006875
2401,1151,-256,10872,10,,0.089921875,-0.00004,0.000000625
2402,1280,-513,9714,909,,0.1,-8.01563E-05,5.68125E-05
2403,1156,-394,7308,280,,0.0903125,-6.15625E-05,0.0000175
2404,895,124,8814,-1153,,0.069921875,0.000019375,-7.20625E-05
2405,1149,143,10474,117,,0.089765625,2.23438E-05,7.3125E-06
2406,1024,-512,11526,-779,,0.08,-0.00008,-4.86875E-05
2407,1024,-128,12417,-128,,0.08,-0.00002,-0.000008
2408,898,-640,11116,517,,0.07015625,-0.0001,3.23125E-05
2409,1152,-12,9600,640,,0.09,-0.000001875,0.00004
2410,1024,250,10903,374,,0.08,3.90625E-05,0.000023375
2411,1152,-384,11648,-130,,0.09,-0.00006,-0.000008125
2412,765,6,11395,264,,0.059765625,9.375E-07,0.0000165
2413,1026,-128,12409,762,,0.08015625,-0.00002,0.000047625
2414,1023,-128,13184,1789,,0.079921875,-0.00002,0.000111813
2415,1024,-128,9904,640,,0.08,-0.00002,0.00004
2416,1024,-129,9582,765,,0.08,-2.01563E-05,4.78125E-05
2417,1025,-6,10493,-117,,0.080078125,-9.375E-07,-7.3125E-06
2418,896,127,11094,873,,0.07,1.98438E-05,5.45625E-05
2419,1021,130,12932,1676,,0.079765625,2.03125E-05,0.00010475
2420,1024,-1,10872,256,,0.08,-1.5625E-07,0.000016
2421,1024,0,11007,402,,0.08,0,0.000025125
2422,895,-128,10626,-1152,,0.069921875,-0.00002,-0.000072
2423,1028,125,11922,760,,0.0803125,1.95313E-05,0.0000475
2424,1143,-11,12099,-384,,0.089296875,-1.71875E-06,-0.000024
2425,768,-513,9468,-1,,0.06,-8.01563E-05,-6.25E-08
2426,1284,130,11295,0,,0.1003125,2.03125E-05,0
2427,902,-126,11385,1262,,0.07046875,-1.96875E-05,0.000078875
2428,640,258,12925,1030,,0.05,4.03125E-05,0.000064375
2429,1012,526,11788,-409,,0.0790625,8.21875E-05,-2.55625E-05
2430,1410,1,12809,1515,,0.11015625,1.5625E-07,9.46875E-05
2431,1028,259,14185,896,,0.0803125,4.04688E-05,0.000056
2432,1279,-262,14336,1925,,0.099921875,-4.09375E-05,0.000120313
2433,1157,-254,12430,630,,0.090390625,-3.96875E-05,0.000039375
2434,897,4,10604,-536,,0.070078125,0.000000625,-0.0000335
2435,1151,131,10496,-628,,0.089921875,2.04688E-05,-0.00003925
2436,898,-15,11797,518,,0.07015625,-2.34375E-06,0.000032375
2437,1409,-383,11669,-405,,0.110078125,-5.98438E-05,-2.53125E-05
2438,1144,266,10251,-196,,0.089375,4.15625E-05,-0.00001225
2439,897,-4,12800,1536,,0.070078125,-0.000000625,0.000096
2440,771,2,13442,-20,,0.060234375,3.125E-07,-0.00000125
2441,1150,0,13315,388,,0.08984375,0,0.00002425
2442,1280,-126,12544,261,,0.1,-1.96875E-05,1.63125E-05
2443,1145,-501,11127,1149,,0.089453125,-7.82813E-05,7.18125E-05
2444,1535,-527,12801,1022,,0.119921875,-8.23438E-05,0.000063875
2445,1156,253,11659,641,,0.0903125,3.95313E-05,4.00625E-05
2446,1024,-128,12566,-273,,0.08,-0.00002,-1.70625E-05
2447,1152,-2,13312,-1022,,0.09,-3.125E-07,-0.000063875
2448,1151,253,12053,277,,0.089921875,3.95313E-05,1.73125E-05
2449,1021,-128,14976,379,,0.079765625,-0.00002,2.36875E-05
2450,898,131,11984,-151,,0.07015625,2.04688E-05,-9.4375E-06
2451,1155,1,11246,-495,,0.090234375,1.5625E-07,-3.09375E-05
2452,1147,-129,13197,1174,,0.089609375,-2.01563E-05,0.000073375
2453,1024,-128,12681,1148,,0.08,-0.00002,0.00007175
2454,1155,-6,12800,1537,,0.090234375,-9.375E-07,9.60625E-05
2455,1154,-509,12804,1149,,0.09015625,-7.95313E-05,7.18125E-05
2456,894,-258,12796,1152,,0.06984375,-4.03125E-05,0.000072
2457,1024,-6,13827,-188,,0.08,-9.375E-07,-0.00001175
2458,1152,128,12424,-1162,,0.09,0.00002,-0.000072625
2459,1025,-128,11634,124,,0.080078125,-0.00002,0.00000775
2460,902,-132,13318,-520,,0.07046875,-0.000020625,-0.0000325
2461,1408,-512,12043,618,,0.11,-0.00008,0.000038625
2462,1022,5,12441,1799,,0.07984375,7.8125E-07,0.000112438
2463,1411,-259,12795,1412,,0.110234375,-4.04688E-05,0.00008825
2464,1271,-125,11457,597,,0.099296875,-1.95313E-05,3.73125E-05
2465,1282,-128,10627,-1024,,0.10015625,-0.00002,-0.000064
2466,1267,-263,12736,908,,0.098984375,-4.10938E-05,0.00005675
2467,768,-514,14210,6,,0.06,-8.03125E-05,0.000000375
2468,1280,128,13161,640,,0.1,0.00002,0.00004
2469,768,-502,11148,13,,0.06,-7.84375E-05,8.125E-07
2470,1280,-15,12255,126,,0.1,-2.34375E-06,0.000007875
2471,1023,9,13716,372,,0.079921875,1.40625E-06,0.00002325
2472,1530,-129,12549,894,,0.11953125,-2.01563E-05,0.000055875
2473,1412,128,13671,891,,0.1103125,0.00002,5.56875E-05
2474,1280,-255,13696,1536,,0.1,-3.98438E-05,0.000096
2475,1154,128,12037,1029,,0.09015625,0.00002,6.43125E-05
2476,1024,-388,12422,1155,,0.08,-0.000060625,7.21875E-05
2477,1151,-133,11906,638,,0.089921875,-2.07813E-05,0.000039875
2478,1152,128,11779,-157,,0.09,0.00002,-9.8125E-06
2479,1277,-128,13422,-1155,,0.099765625,-0.00002,-7.21875E-05
2480,1536,-385,13056,-372,,0.12,-6.01563E-05,-0.00002325
2481,1285,-136,9991,-509,,0.100390625,-0.00002125,-3.18125E-05
2482,1024,258,12385,-1283,,0.08,4.03125E-05,-8.01875E-05
2483,1139,-246,13505,107,,0.088984375,-3.84375E-05,6.6875E-06
2484,1297,-6,12008,898,,0.101328125,-9.375E-07,0.000056125
2485,769,-111,14185,637,,0.060078125,-1.73438E-05,3.98125E-05
2486,1150,-768,12147,896,,0.08984375,-0.00012,0.000056
2487,1023,-263,10992,128,,0.079921875,-4.10938E-05,0.000008
2488,1280,-255,12676,-500,,0.1,-3.98438E-05,-0.00003125
2489,1025,127,12204,765,,0.080078125,1.98438E-05,4.78125E-05
2490,1020,-2,10112,233,,0.0796875,-3.125E-07,1.45625E-05
2491,638,0,12020,-638,,0.04984375,0,-0.000039875
2492,1407,0,11636,-252,,0.109921875,0,-0.00001575
2493,645,125,12132,380,,0.050390625,1.95313E-05,0.00002375
2494,1152,256,13315,125,,0.09,0.00004,7.8125E-06
2495,1151,12,11591,-382,,0.089921875,0.000001875,-0.000023875
2496,1285,-130,11213,229,,0.100390625,-2.03125E-05,1.43125E-05
2497,774,-118,12887,1335,,0.06046875,-1.84375E-05,8.34375E-05
2498,1021,-509,12180,1432,,0.079765625,-7.95313E-05,0.0000895
2499,897,-392,10505,-1409,,0.070078125,-0.00006125,-8.80625E-05
2500,1024,261,11651,768,,0.08,4.07813E-05,0.000048
2501,1023,256,13685,-382,,0.079921875,0.00004,-0.000023875
2502,1279,-516,14446,636,,0.099921875,-0.000080625,0.00003975
2503,895,-383,11538,-1407,,0.069921875,-5.98438E-05,-8.79375E-05
2504,1158,-127,9754,374,,0.09046875,-1.98438E-05,0.000023375
2505,1150,1,12032,1031,,0.08984375,1.5625E-07,6.44375E-05
2506,1024,-129,11511,386,,0.08,-2.01563E-05,0.000024125
2507,1149,-125,10891,384,,0.089765625,-1.95313E-05,0.000024
2508,1280,-259,9733,385,,0.1,-4.04688E-05,2.40625E-05
2509,1153,-1,9440,378,,0.090078125,-1.5625E-07,0.000023625
2510,1158,-248,10983,740,,0.09046875,-0.00003875,0.00004625
2511,896,-131,11018,789,,0.07,-2.04688E-05,4.93125E-05
2512,1024,131,11012,-387,,0.08,2.04688E-05,-2.41875E-05
2513,765,126,12160,-256,,0.059765625,1.96875E-05,-0.000016
2514,1543,2,12533,-508,,0.120546875,3.125E-07,-0.00003175
2515,1281,-8,11136,386,,0.100078125,-0.00000125,0.000024125
2516,1278,-511,11655,391,,0.09984375,-7.98438E-05,2.44375E-05
2517,897,4,10232,898,,0.070078125,0.000000625,0.000056125
2518,902,-135,9772,763,,0.07046875,-2.10938E-05,4.76875E-05
2519,1281,5,12800,640,,0.100078125,7.8125E-07,0.00004
2520,1279,376,13045,-267,,0.099921875,0.00005875,-1.66875E-05
2521,1410,-249,12431,-394,,0.11015625,-3.89063E-05,-0.000024625
2522,1150,-129,11776,512,,0.08984375,-2.01563E-05,0.000032
2523,1534,-130,11647,385,,0.11984375,-2.03125E-05,2.40625E-05
2524,1155,0,12034,252,,0.090234375,0,0.00001575
2525,1276,-5,12285,-512,,0.0996875,-7.8125E-07,-0.000032
2526,1274,380,11234,530,,0.09953125,0.000059375,0.000033125
2527,1024,-128,10241,902,,0.08,-0.00002,0.000056375
2528,1151,516,11555,1120,,0.089921875,0.000080625,0.00007
2529,1025,-264,11236,-120,,0.080078125,-0.00004125,-0.0000075
2530,1280,-640,9747,1133,,0.1,-0.0001,7.08125E-05
2531,1153,-384,12049,-1164,,0.090078125,-0.00006,-0.00007275
2532,1271,-1,12282,417,,0.099296875,-1.5625E-07,2.60625E-05
2533,635,-256,12036,638,,0.049609375,-0.00004,0.000039875
2534,517,130,11264,-131,,0.040390625,2.03125E-05,-8.1875E-06
2535,764,0,11858,-146,,0.0596875,0,-0.000009125
2536,896,3,12925,506,,0.07,4.6875E-07,0.000031625
2537,1021,-512,12538,525,,0.079765625,-0.00008,3.28125E-05
2538,1023,2,13048,255,,0.079921875,3.125E-07,1.59375E-05
2539,1151,-6,11780,620,,0.089921875,-9.375E-07,0.00003875
2540,1280,-513,11894,1410,,0.1,-8.01563E-05,0.000088125
2541,1152,6,11681,27,,0.09,9.375E-07,1.6875E-06
2542,894,253,15010,11,,0.06984375,3.95313E-05,6.875E-07
2543,1025,0,12361,383,,0.080078125,0,2.39375E-05
2544,1156,128,10777,-265,,0.0903125,0.00002,-1.65625E-05
2545,1278,-252,12928,-642,,0.09984375,-0.000039375,-0.000040125
2546,1023,-255,13432,128,,0.079921875,-3.98438E-05,0.000008
2547,1023,-5,11925,386,,0.079921875,-7.8125E-07,0.000024125
2548,1023,128,10624,-504,,0.079921875,0.00002,-0.0000315
2549,1026,6,9936,57,,0.08015625,9.375E-07,3.5625E-06
2550,897,0,12641,1279,,0.070078125,0,7.99375E-05
2551,1020,129,11920,643,,0.0796875,2.01563E-05,4.01875E-05
2552,1281,-131,11264,384,,0.100078125,-2.04688E-05,0.000024
2553,1281,2,11390,1536,,0.100078125,3.125E-07,0.000096
2554,1153,129,11786,-268,,0.090078125,2.01563E-05,-0.00001675
2555,1408,127,13968,270,,0.11,1.98438E-05,0.000016875
2556,1151,-11,13786,762,,0.089921875,-1.71875E-06,0.000047625
2557,1152,-254,11261,-128,,0.09,-3.96875E-05,-0.000008
2558,1151,131,13443,-239,,0.089921875,2.04688E-05,-1.49375E-05
2559,1025,0,12160,1019,,0.080078125,0,6.36875E-05
2560,1024,0,11776,896,,0.08,0,0.000056
2561,1023,-126,11895,1032,,0.079921875,-1.96875E-05,0.0000645
2562,1151,-8,12656,250,,0.089921875,-0.00000125,0.000015625
2563,1164,139,13425,1276,,0.0909375,2.17188E-05,0.00007975
2564,1024,-256,13308,-20,,0.08,-0.00004,-0.00000125
2565,1535,126,12677,-252,,0.119921875,1.96875E-05,-0.00001575
2566,881,125,11947,660,,0.068828125,1.95313E-05,0.00004125
2567,645,-1,10787,1416,,0.050390625,-1.5625E-07,0.0000885
2568,1294,-5,15301,1368,,0.10109375,-7.8125E-07,0.0000855
2569,1402,-128,14793,-143,,0.10953125,-0.00002,-8.9375E-06
2570,1018,387,10707,271,,0.07953125,6.04688E-05,1.69375E-05
2571,897,-6,11399,659,,0.070078125,-9.375E-07,4.11875E-05
2572,1030,4,12538,2329,,0.08046875,0.000000625,0.000145563
2573,1279,129,11136,1180,,0.099921875,2.01563E-05,0.00007375
2574,1288,-258,11524,-760,,0.100625,-4.03125E-05,-0.0000475
2575,1664,-273,11850,1755,,0.13,-4.26563E-05,0.000109688
2576,892,382,14332,1419,,0.0696875,5.96875E-05,8.86875E-05
2577,769,130,12185,554,,0.060078125,2.03125E-05,0.000034625
2578,641,-130,11404,-1664,,0.050078125,-2.03125E-05,-0.000104
2579,1146,-257,12548,248,,0.08953125,-4.01563E-05,0.0000155
2580,1397,-245,12425,377,,0.109140625,-3.82813E-05,2.35625E-05
2581,898,387,13311,256,,0.07015625,6.04688E-05,0.000016
2582,1541,107,11711,-9,,0.120390625,1.67188E-05,-5.625E-07
2583,1014,-384,10753,-514,,0.07921875,-0.00006,-0.000032125
2584,1022,260,11406,397,,0.07984375,0.000040625,2.48125E-05
2585,898,0,11777,513,,0.07015625,0,3.20625E-05
2586,1411,256,11649,640,,0.110234375,0.00004,0.00004
2587,1152,-246,11522,640,,0.09,-3.84375E-05,0.00004
2588,1280,-259,11007,387,,0.1,-4.04688E-05,2.41875E-05
2589,1158,-131,11624,-100,,0.09046875,-2.04688E-05,-0.00000625
2590,1024,2,11520,-894,,0.08,3.125E-07,-0.000055875
2591,1024,254,10624,364,,0.08,3.96875E-05,0.00002275
2592,1025,-134,10493,639,,0.080078125,-2.09375E-05,3.99375E-05
2593,1276,135,10237,896,,0.0996875,2.10938E-05,0.000056
2594,1403,248,11159,754,,0.109609375,0.00003875,0.000047125
2595,884,-134,11776,128,,0.0690625,-2.09375E-05,0.000008
2596,777,8,10712,896,,0.060703125,0.00000125,0.000056
2597,1278,257,9482,386,,0.09984375,4.01563E-05,0.000024125
2598,1148,-4,12343,1540,,0.0896875,-0.000000625,0.00009625
2599,1151,-512,13817,635,,0.089921875,-0.00008,3.96875E-05
2600,1408,-638,13041,1151,,0.11,-9.96875E-05,7.19375E-05
2601,768,-9,10108,384,,0.06,-1.40625E-06,0.000024
2602,1280,-125,13026,1024,,0.1,-1.95313E-05,0.000064
2603,773,-133,12834,379,,0.060390625,-2.07813E-05,2.36875E-05
2604,1151,0,10865,1549,,0.089921875,0,9.68125E-05
2605,896,0,10110,1152,,0.07,0,0.000072
2606,1034,1,11397,767,,0.08078125,1.5625E-07,4.79375E-05
2607,1536,249,10880,1021,,0.12,3.89063E-05,6.38125E-05
2608,1019,376,11137,1397,,0.079609375,0.00005875,8.73125E-05
2609,896,-512,11008,504,,0.07,-0.00008,0.0000315
2610,891,397,11545,512,,0.069609375,6.20313E-05,0.000032
2611,638,128,13177,382,,0.04984375,0.00002,0.000023875
2612,773,-256,13312,895,,0.060390625,-0.00004,5.59375E-05
2613,1026,-129,11176,-128,,0.08015625,-2.01563E-05,-0.000008
2614,637,-128,9989,-263,,0.049765625,-0.00002,-1.64375E-05
2615,891,-147,10203,-1146,,0.069609375,-2.29688E-05,-0.000071625
2616,1148,385,11145,598,,0.0896875,6.01563E-05,0.000037375
2617,1275,-371,10368,2697,,0.099609375,-5.79688E-05,0.000168563
2618,1278,-244,11265,512,,0.09984375,-0.000038125,0.000032
2619,896,640,10625,639,,0.07,0.0001,3.99375E-05
2620,1157,233,11660,128,,0.090390625,3.64063E-05,0.000008
2621,1280,-258,11384,1024,,0.1,-4.03125E-05,0.000064
2622,1142,-1,9678,-128,,0.08921875,-1.5625E-07,-0.000008
2623,897,-384,8838,139,,0.070078125,-0.00006,8.6875E-06
2624,1407,-125,11449,-1024,,0.109921875,-1.95313E-05,-0.000064
2625,897,-126,12801,2140,,0.070078125,-1.96875E-05,0.00013375
2626,1282,-256,10982,1540,,0.10015625,-0.00004,0.00009625
2627,1027,-143,8838,1158,,0.080234375,-2.23438E-05,0.000072375
2628,1149,257,9997,651,,0.089765625,4.01563E-05,4.06875E-05
2629,1272,6,12272,747,,0.099375,9.375E-07,4.66875E-05
2630,1409,-4,11520,892,,0.110078125,-0.000000625,0.00005575
2631,901,-513,10372,382,,0.070390625,-8.01563E-05,0.000023875
2632,898,-250,9587,490,,0.07015625,-3.90625E-05,0.000030625
2633,1024,-255,9472,-248,,0.08,-3.98438E-05,-0.0000155
2634,1159,-130,11293,1271,,0.090546875,-2.03125E-05,7.94375E-05
2635,1408,-255,11275,-255,,0.11,-3.98438E-05,-1.59375E-05
2636,1282,121,11276,1411,,0.10015625,1.89063E-05,8.81875E-05
2637,1537,-252,12416,-129,,0.120078125,-0.000039375,-8.0625E-06
2638,1017,773,12802,1408,,0.079453125,0.000120781,0.000088
2639,1024,-128,12932,-129,,0.08,-0.00002,-8.0625E-06
2640,1025,-128,11776,1413,,0.080078125,-0.00002,8.83125E-05
2641,1402,-129,13163,130,,0.10953125,-2.01563E-05,0.000008125
2642,1284,-1,13698,897,,0.1003125,-1.5625E-07,5.60625E-05
2643,1151,-3,11551,380,,0.089921875,-4.6875E-07,0.00002375
2644,1152,384,10502,1278,,0.09,0.00006,0.000079875
2645,896,385,11520,-4,,0.07,6.01563E-05,-0.00000025
2646,1027,127,12167,254,,0.080234375,1.98438E-05,0.000015875
2647,1023,256,13060,-124,,0.079921875,0.00004,-0.00000775
2648,1028,122,13165,1177,,0.0803125,1.90625E-05,7.35625E-05
2649,1151,-256,11272,623,,0.089921875,-0.00004,3.89375E-05
2650,1024,3,11674,533,,0.08,4.6875E-07,3.33125E-05
2651,1152,0,12164,1540,,0.09,0,0.00009625
2652,1021,-8,11519,877,,0.079765625,-0.00000125,5.48125E-05
2653,1024,-630,12039,261,,0.08,-9.84375E-05,1.63125E-05
2654,1156,-643,11260,0,,0.0903125,-0.000100469,0
2655,1408,115,13014,1119,,0.11,1.79688E-05,6.99375E-05
2656,1154,0,12169,659,,0.09015625,0,4.11875E-05
2657,1024,-256,10634,-1024,,0.08,-0.00004,-0.000064
2658,1023,127,10919,654,,0.079921875,1.98438E-05,0.000040875
2659,1022,-256,13058,1150,,0.07984375,-0.00004,0.000071875
2660,1281,128,11908,1404,,0.100078125,0.00002,0.00008775
2661,1149,-387,13311,899,,0.089765625,-6.04688E-05,5.61875E-05
2662,1156,-124,11056,666,,0.0903125,-0.000019375,0.000041625
2663,1281,-128,11022,1664,,0.100078125,-0.00002,0.000104
2664,1278,2,12035,128,,0.09984375,3.125E-07,0.000008
2665,1152,1,11517,1405,,0.09,1.5625E-07,8.78125E-05
2666,1024,-257,11257,-256,,0.08,-4.01563E-05,-0.000016
2667,1151,-276,11359,110,,0.089921875,-0.000043125,0.000006875
2668,1152,135,13440,509,,0.09,2.10938E-05,3.18125E-05
2669,899,-509,11814,910,,0.070234375,-7.95313E-05,0.000056875
2670,896,-2,12406,-256,,0.07,-3.125E-07,-0.000016
2671,890,-128,11924,874,,0.06953125,-0.00002,0.000054625
2672,1403,-1,11136,1402,,0.109609375,-1.5625E-07,0.000087625
2673,1543,-256,11768,400,,0.120546875,-0.00004,0.000025
2674,892,-254,13047,260,,0.0696875,-3.96875E-05,0.00001625
2675,1150,-2,10251,381,,0.08984375,-3.125E-07,2.38125E-05
2676,1153,-3,10252,390,,0.090078125,-4.6875E-07,0.000024375
2677,1534,-256,13044,1395,,0.11984375,-0.00004,8.71875E-05
2678,1409,-387,12672,1513,,0.110078125,-6.04688E-05,9.45625E-05
2679,1285,-516,12165,-635,,0.100390625,-0.000080625,-3.96875E-05
2680,894,-2,12024,126,,0.06984375,-3.125E-07,0.000007875
2681,1271,-122,12557,-252,,0.099296875,-1.90625E-05,-0.00001575
2682,1046,-4,11422,740,,0.08171875,-0.000000625,0.00004625
2683,882,7,10644,2300,,0.06890625,1.09375E-06,0.00014375
2684,1408,-384,9730,768,,0.11,-0.00006,0.000048
2685,1024,-258,11229,-640,,0.08,-4.03125E-05,-0.00004
2686,1280,-255,12681,404,,0.1,-3.98438E-05,0.00002525
2687,1153,-2,13607,386,,0.090078125,-3.125E-07,0.000024125
2688,1023,251,9856,-270,,0.079921875,3.92188E-05,-0.000016875
2689,1023,-384,10089,-515,,0.079921875,-0.00006,-3.21875E-05
2690,1152,261,12424,393,,0.09,4.07813E-05,2.45625E-05
2691,1026,9,12925,1789,,0.08015625,1.40625E-06,0.000111813
2692,1024,-384,13306,631,,0.08,-0.00006,3.94375E-05
2693,1146,-22,13108,-370,,0.08953125,-3.4375E-06,-0.000023125
2694,1282,259,11170,-47,,0.10015625,4.04688E-05,-2.9375E-06
2695,1029,0,11021,1520,,0.080390625,0,0.000095
2696,1149,128,10620,399,,0.089765625,0.00002,2.49375E-05
2697,1154,-254,12390,-386,,0.09015625,-3.96875E-05,-0.000024125
2698,894,-128,13049,128,,0.06984375,-0.00002,0.000008
2699,767,-128,11781,641,,0.059921875,-0.00002,4.00625E-05
2700,1153,256,11654,125,,0.090078125,0.00004,7.8125E-06
2701,1152,-130,11777,-131,,0.09,-2.03125E-05,-8.1875E-06
2702,1277,-125,11409,765,,0.099765625,-1.95313E-05,4.78125E-05
2703,894,254,12928,645,,0.06984375,3.96875E-05,4.03125E-05
2704,1152,256,13434,765,,0.09,0.00004,4.78125E-05
2705,1281,269,11804,1286,,0.100078125,4.20313E-05,0.000080375
2706,1031,-511,10624,-895,,0.080546875,-7.98438E-05,-5.59375E-05
2707,741,111,11613,1322,,0.057890625,1.73438E-05,0.000082625
2708,1534,6,12769,1681,,0.11984375,9.375E-07,0.000105063
2709,780,252,13202,947,,0.0609375,0.000039375,5.91875E-05
2710,896,248,10361,-1534,,0.07,0.00003875,-0.000095875
2711,1280,-260,11392,378,,0.1,-0.000040625,0.000023625
2712,1150,-246,13439,4,,0.08984375,-3.84375E-05,0.00000025
2713,1279,264,12662,1412,,0.099921875,0.00004125,0.00008825
2714,1272,236,13203,481,,0.099375,0.000036875,3.00625E-05
2715,897,-258,13309,255,,0.070078125,-4.03125E-05,1.59375E-05
2716,900,6,12372,536,,0.0703125,9.375E-07,0.0000335
2717,1153,-3,11008,1536,,0.090078125,-4.6875E-07,0.000096
2718,1151,-125,11900,1784,,0.089921875,-1.95313E-05,0.0001115
2719,1407,124,10370,1151,,0.109921875,0.000019375,7.19375E-05
2720,1281,2,12032,1280,,0.100078125,3.125E-07,0.00008
2721,1282,-389,12051,-246,,0.10015625,-6.07813E-05,-0.000015375
2722,1152,0,11513,-382,,0.09,0,-0.000023875
