,CH1,CH2,CH3,CH4,,Gate Volteage,Drain Voltage,Drain Current
6033,16895,6522,32767,-372,,1.319921875,0.001019063,-0.00002325
6034,16896,6905,32767,255,,1.32,0.001078906,1.59375E-05
6035,16533,7157,32767,-131,,1.291640625,0.001118281,-8.1875E-06
6036,16249,7424,32767,1019,,1.269453125,0.00116,6.36875E-05
6037,17015,7040,32767,1157,,1.329296875,0.0011,7.23125E-05
6038,16774,7426,32767,759,,1.31046875,0.001160313,4.74375E-05
6039,16384,7040,32767,491,,1.28,0.0011,3.06875E-05
6040,16644,6788,32767,1920,,1.3003125,0.001060625,0.00012
6041,16642,7421,32767,374,,1.30015625,0.001159531,0.000023375
6042,16512,7164,32767,388,,1.29,0.001119375,0.00002425
6043,16641,7168,32767,0,,1.300078125,0.00112,0
6044,16384,6910,32767,260,,1.28,0.001079688,0.00001625
6045,16637,7035,32767,130,,1.299765625,0.001099219,0.000008125
6046,16640,7297,32767,-387,,1.3,0.001140156,-2.41875E-05
6047,16763,7170,32767,878,,1.309609375,0.001120313,0.000054875
6048,16771,7538,32767,1531,,1.310234375,0.001177813,9.56875E-05
6049,16645,7833,32767,1438,,1.300390625,0.001223906,0.000089875
6050,16512,6400,32767,0,,1.29,0.001,0
6051,16638,7287,32767,128,,1.29984375,0.001138594,0.000008
6052,16895,6783,32767,-382,,1.319921875,0.001059844,-0.000023875
6053,16513,7166,32767,128,,1.290078125,0.001119688,0.000008
6054,16640,7165,32767,-518,,1.3,0.001119531,-0.000032375
6055,16511,6912,32767,-131,,1.289921875,0.00108,-8.1875E-06
6056,16895,7042,32767,128,,1.319921875,0.001100313,0.000008
6057,16515,7166,32767,3,,1.290234375,0.001119688,1.875E-07
6058,16768,7168,32767,1,,1.31,0.00112,6.25E-08
6059,17033,6891,32767,250,,1.330703125,0.001076719,0.000015625
6060,16516,7435,32767,860,,1.2903125,0.001161719,0.00005375
6061,16638,6278,32767,1694,,1.29984375,0.000980938,0.000105875
6062,16385,7414,32767,262,,1.280078125,0.001158438,0.000016375
6063,16508,7306,32767,141,,1.2896875,0.001141563,8.8125E-06
6064,16383,7045,32767,-512,,1.279921875,0.001100781,-0.000032
6065,16255,7680,32767,1001,,1.269921875,0.0012,6.25625E-05
6066,16515,6779,32767,891,,1.290234375,0.001059219,5.56875E-05
6067,17023,6911,32767,-123,,1.329921875,0.001079844,-7.6875E-06
6068,16376,6659,32767,-386,,1.279375,0.001040469,-0.000024125
6069,16516,7425,32767,261,,1.2903125,0.001160156,1.63125E-05
6070,16640,6913,32767,-388,,1.3,0.001080156,-0.00002425
6071,16512,7675,32767,1276,,1.29,0.001199219,0.00007975
6072,16639,6922,32767,538,,1.299921875,0.001081563,0.000033625
6073,16629,7029,32767,-141,,1.299140625,0.001098281,-8.8125E-06
6074,16902,7040,32767,595,,1.32046875,0.0011,3.71875E-05
6075,16512,7042,32767,544,,1.29,0.001100313,0.000034
6076,16896,6652,32767,-507,,1.32,0.001039375,-3.16875E-05
6077,16772,6916,32767,1020,,1.3103125,0.001080625,0.00006375
6078,16645,7169,32767,368,,1.300390625,0.001120156,0.000023
6079,17024,7035,32767,132,,1.33,0.001099219,0.00000825
6080,16627,6912,32767,779,,1.298984375,0.00108,4.86875E-05
6081,16512,7043,32767,768,,1.29,0.001100469,0.000048
6082,16511,7168,32767,754,,1.289921875,0.00112,0.000047125
6083,16383,7038,32767,128,,1.279921875,0.001099688,0.000008
6084,16255,6916,32767,647,,1.269921875,0.001080625,4.04375E-05
6085,16633,7044,32767,767,,1.299453125,0.001100625,4.79375E-05
6086,17023,6655,32767,896,,1.329921875,0.001039844,0.000056
6087,16898,7167,32767,768,,1.32015625,0.001119844,0.000048
6088,16774,6656,32767,251,,1.31046875,0.00104,1.56875E-05
6089,16131,6906,32767,-512,,1.260234375,0.001079063,-0.000032
6090,16256,7168,32767,391,,1.27,0.00112,2.44375E-05
6091,16128,7168,32767,394,,1.26,0.00112,0.000024625
6092,16648,7410,32767,1954,,1.300625,0.001157813,0.000122125
6093,16379,6397,32767,1389,,1.279609375,0.000999531,8.68125E-05
6094,16392,7056,32767,12,,1.280625,0.0011025,0.00000075
6095,16642,7040,32767,1282,,1.30015625,0.0011,0.000080125
6096,16637,7167,32767,-275,,1.299765625,0.001119844,-1.71875E-05
6097,16642,7040,32767,0,,1.30015625,0.0011,0
6098,16766,7169,32767,-257,,1.30984375,0.001120156,-1.60625E-05
6099,16394,7415,32767,-296,,1.28078125,0.001158594,-0.0000185
6100,16256,7681,32767,903,,1.27,0.001200156,5.64375E-05
6101,16635,7423,32767,-380,,1.299609375,0.001159844,-0.00002375
6102,16512,7549,32767,1145,,1.29,0.001179531,7.15625E-05
6103,16640,6783,32767,1413,,1.3,0.001059844,8.83125E-05
6104,16511,7172,32767,1153,,1.289921875,0.001120625,7.20625E-05
6105,16384,6908,32767,1032,,1.28,0.001079375,0.0000645
6106,16768,6783,32767,508,,1.31,0.001059844,0.00003175
6107,16511,6912,32767,382,,1.289921875,0.00108,0.000023875
6108,16769,7297,32767,125,,1.310078125,0.001140156,7.8125E-06
6109,16511,7171,32767,125,,1.289921875,0.001120469,7.8125E-06
6110,16639,7039,32767,768,,1.299921875,0.001099844,0.000048
6111,16380,6913,32767,-125,,1.2796875,0.001080156,-7.8125E-06
6112,17026,6914,32767,-23,,1.33015625,0.001080313,-1.4375E-06
6113,16264,6897,32767,655,,1.270625,0.001077656,4.09375E-05
6114,16756,7296,32767,379,,1.3090625,0.00114,2.36875E-05
6115,16641,7165,32767,2170,,1.300078125,0.001119531,0.000135625
6116,16767,7546,32767,1792,,1.309921875,0.001179063,0.000112
6117,16513,6652,32767,512,,1.290078125,0.001039375,0.000032
6118,16512,7055,32767,531,,1.29,0.001102344,3.31875E-05
6119,16384,7174,32767,1787,,1.28,0.001120938,0.000111688
6120,16385,7551,32767,-543,,1.280078125,0.001179844,-3.39375E-05
6121,16639,7034,32767,-384,,1.299921875,0.001099063,-0.000024
6122,16640,7176,32767,-353,,1.3,0.00112125,-2.20625E-05
6123,16643,7552,32767,1789,,1.300234375,0.00118,0.000111813
6124,16257,7041,32767,256,,1.270078125,0.001100156,0.000016
6125,16380,7050,32767,369,,1.2796875,0.001101563,2.30625E-05
6126,16637,6406,32767,1396,,1.299765625,0.001000938,0.00008725
6127,16899,6766,32767,1438,,1.320234375,0.001057188,0.000089875
6128,16640,6912,32767,-664,,1.3,0.00108,-0.0000415
6129,16640,7040,32767,-1145,,1.3,0.0011,-7.15625E-05
6130,16514,6910,32767,-233,,1.29015625,0.001079688,-1.45625E-05
6131,16768,7041,32767,380,,1.31,0.001100156,0.00002375
6132,16509,7287,32767,-423,,1.289765625,0.001138594,-2.64375E-05
6133,16640,6656,32767,-490,,1.3,0.00104,-0.000030625
6134,16379,7311,32767,739,,1.279609375,0.001142344,4.61875E-05
6135,16386,7162,32767,-766,,1.28015625,0.001119063,-0.000047875
6136,16382,7041,32767,1318,,1.27984375,0.001100156,0.000082375
6137,16515,7290,32767,404,,1.290234375,0.001139063,0.00002525
6138,16898,7421,32767,-379,,1.32015625,0.001159531,-2.36875E-05
6139,16640,6524,32767,1123,,1.3,0.001019375,7.01875E-05
6140,16511,7296,32767,1538,,1.289921875,0.00114,0.000096125
6141,16512,6528,32767,799,,1.29,0.00102,4.99375E-05
6142,16381,7306,32767,-896,,1.279765625,0.001141563,-0.000056
6143,16380,7424,32767,-514,,1.2796875,0.00116,-0.000032125
6144,16896,7416,32767,-511,,1.32,0.00115875,-3.19375E-05
6145,16507,6779,32767,512,,1.289609375,0.001059219,0.000032
6146,16645,6663,32767,777,,1.300390625,0.001041094,4.85625E-05
6147,16507,7041,32767,1538,,1.289609375,0.001100156,0.000096125
6148,16518,7034,32767,241,,1.29046875,0.001099063,1.50625E-05
6149,16901,6910,32767,504,,1.320390625,0.001079688,0.0000315
6150,17011,7040,32767,511,,1.328984375,0.0011,3.19375E-05
6151,16257,6664,32767,396,,1.270078125,0.00104125,0.00002475
6152,16771,6527,32767,-260,,1.310234375,0.001019844,-0.00001625
6153,17036,6644,32767,1270,,1.3309375,0.001038125,0.000079375
6154,16512,6913,32767,123,,1.29,0.001080156,7.6875E-06
6155,16893,7171,32767,127,,1.319765625,0.001120469,7.9375E-06
6156,16635,7281,32767,135,,1.299609375,0.001137656,8.4375E-06
6157,16636,6653,32767,1024,,1.2996875,0.001039531,0.000064
6158,16894,7043,32767,877,,1.31984375,0.001100469,5.48125E-05
6159,16500,6783,32767,256,,1.2890625,0.001059844,0.000016
6160,16391,7309,32767,1020,,1.280546875,0.001142031,0.00006375
6161,16766,7162,32767,126,,1.30984375,0.001119063,0.000007875
6162,16508,6915,32767,518,,1.2896875,0.001080469,0.000032375
6163,16383,7424,32767,123,,1.279921875,0.00116,7.6875E-06
6164,16640,6912,32767,127,,1.3,0.00108,7.9375E-06
6165,16899,7423,32767,121,,1.320234375,0.001159844,7.5625E-06
6166,16512,6788,32767,769,,1.29,0.001060625,4.80625E-05
6167,16768,6909,32767,375,,1.31,0.001079531,2.34375E-05
6168,16512,6912,32767,758,,1.29,0.00108,0.000047375
6169,16768,7296,32767,128,,1.31,0.00114,0.000008
6170,16634,6783,32767,2304,,1.29953125,0.001059844,0.000144
6171,16383,7037,32767,134,,1.279921875,0.001099531,0.000008375
6172,16515,6908,32767,790,,1.290234375,0.001079375,0.000049375
6173,16768,6912,32767,376,,1.31,0.00108,0.0000235
6174,16507,7423,32767,128,,1.289609375,0.001159844,0.000008
6175,16643,6912,32767,256,,1.300234375,0.00108,0.000016
6176,16766,6917,32767,129,,1.30984375,0.001080781,8.0625E-06
6177,16387,7169,32767,128,,1.280234375,0.001120156,0.000008
6178,16258,6529,32767,-389,,1.27015625,0.001020156,-2.43125E-05
6179,16508,6901,32767,-403,,1.2896875,0.001078281,-2.51875E-05
6180,16635,6911,32767,383,,1.299609375,0.001079844,2.39375E-05
6181,16651,7173,32767,247,,1.300859375,0.001120781,1.54375E-05
6182,16128,6522,32767,1280,,1.26,0.001019063,0.00008
6183,16638,6656,32767,904,,1.29984375,0.00104,0.0000565
6184,16640,6793,32767,768,,1.3,0.001061406,0.000048
6185,16899,7169,32767,387,,1.320234375,0.001120156,2.41875E-05
6186,16754,6909,32767,-896,,1.30890625,0.001079531,-0.000056
6187,16255,7165,32767,-1543,,1.269921875,0.001119531,-9.64375E-05
6188,16642,7553,32767,128,,1.30015625,0.001180156,0.000008
6189,16260,7426,32767,750,,1.2703125,0.001160313,0.000046875
6190,16259,7165,32767,1414,,1.270234375,0.001119531,0.000088375
6191,16637,6656,32767,-915,,1.299765625,0.00104,-5.71875E-05
6192,16513,7155,32767,2117,,1.290078125,0.001117969,0.000132313
6193,16638,7088,32767,1622,,1.29984375,0.0011075,0.000101375
6194,16639,6403,32767,1023,,1.299921875,0.001000469,6.39375E-05
6195,16899,7303,32767,505,,1.320234375,0.001141094,3.15625E-05
6196,16384,7143,32767,-776,,1.28,0.001116094,-0.0000485
6197,16768,6670,32767,136,,1.31,0.001042188,0.0000085
6198,16382,7555,32767,-145,,1.27984375,0.001180469,-9.0625E-06
6199,16897,6911,32767,-381,,1.320078125,0.001079844,-2.38125E-05
6200,16763,7291,32767,271,,1.309609375,0.001139219,1.69375E-05
6201,16640,6657,32767,786,,1.3,0.001040156,0.000049125
6202,16644,7433,32767,2044,,1.3003125,0.001161406,0.00012775
6203,16896,6912,32767,358,,1.32,0.00108,0.000022375
6204,16640,7039,32767,-253,,1.3,0.001099844,-1.58125E-05
6205,16894,7176,32767,505,,1.31984375,0.00112125,3.15625E-05
6206,16766,6665,32767,1534,,1.30984375,0.001041406,0.000095875
6207,17022,6775,32767,139,,1.32984375,0.001058594,8.6875E-06
6208,16640,7424,32767,141,,1.3,0.00116,8.8125E-06
6209,16256,7298,32767,509,,1.27,0.001140313,3.18125E-05
6210,16516,6909,32767,-640,,1.2903125,0.001079531,-0.00004
6211,16509,7038,32767,517,,1.289765625,0.001099688,3.23125E-05
6212,16386,7288,32767,-8,,1.28015625,0.00113875,-0.0000005
6213,16644,6401,32767,523,,1.3003125,0.001000156,3.26875E-05
6214,16766,6927,32767,1044,,1.30984375,0.001082344,0.00006525
6215,16639,7422,32767,1789,,1.299921875,0.001159688,0.000111813
6216,16641,6513,32767,758,,1.300078125,0.001017656,0.000047375
6217,16641,6395,32767,771,,1.300078125,0.000999219,4.81875E-05
6218,16380,6654,32767,512,,1.2796875,0.001039688,0.000032
6219,16384,6904,32767,2070,,1.28,0.00107875,0.000129375
6220,16770,7040,32767,-745,,1.31015625,0.0011,-4.65625E-05
6221,16256,6912,32767,-793,,1.27,0.00108,-4.95625E-05
6222,16773,7295,32767,904,,1.310390625,0.001139844,0.0000565
6223,16514,6912,32767,785,,1.29015625,0.00108,4.90625E-05
6224,16510,7303,32767,132,,1.28984375,0.001141094,0.00000825
6225,16388,7166,32767,1273,,1.2803125,0.001119688,7.95625E-05
6226,16760,6904,32767,1754,,1.309375,0.00107875,0.000109625
6227,16126,6656,32767,-256,,1.25984375,0.00104,-0.000016
6228,16654,7175,32767,517,,1.30109375,0.001121094,3.23125E-05
6229,16640,7168,32767,-506,,1.3,0.00112,-0.000031625
6230,16384,7167,32767,-256,,1.28,0.001119844,-0.000016
6231,16639,7040,32767,-125,,1.299921875,0.0011,-7.8125E-06
6232,16640,7047,32767,-131,,1.3,0.001101094,-8.1875E-06
6233,16510,6899,32767,617,,1.28984375,0.001077969,3.85625E-05
6234,16641,7552,32767,1405,,1.300078125,0.00118,8.78125E-05
6235,16758,6784,32767,1414,,1.30921875,0.00106,0.000088375
6236,17280,6923,32767,1024,,1.35,0.001081719,0.000064
6237,16649,7296,32767,1150,,1.300703125,0.00114,0.000071875
6238,16515,6268,32767,761,,1.290234375,0.000979375,4.75625E-05
6239,16766,7029,32767,0,,1.30984375,0.001098281,0
6240,16896,7287,32767,523,,1.32,0.001138594,3.26875E-05
6241,16895,6656,32767,641,,1.319921875,0.00104,4.00625E-05
6242,16897,7302,32767,385,,1.320078125,0.001140938,2.40625E-05
6243,16515,7046,32767,135,,1.290234375,0.001100938,8.4375E-06
6244,16512,6911,32767,-1408,,1.29,0.001079844,-0.000088
6245,16498,7158,32767,-22,,1.28890625,0.001118438,-0.000001375
6246,17020,7294,32767,513,,1.3296875,0.001139688,3.20625E-05
6247,16649,7297,32767,397,,1.300703125,0.001140156,2.48125E-05
6248,16640,7040,32767,0,,1.3,0.0011,0
6249,16511,6906,32767,640,,1.289921875,0.001079063,0.00004
6250,16895,7425,32767,-389,,1.319921875,0.001160156,-2.43125E-05
6251,16386,7296,32767,507,,1.28015625,0.00114,3.16875E-05
6252,16383,7290,32767,762,,1.279921875,0.001139063,0.000047625
6253,16127,6147,32767,259,,1.259921875,0.000960469,1.61875E-05
6254,16645,6539,32767,-1,,1.300390625,0.001021719,-6.25E-08
6255,16775,7171,32767,112,,1.310546875,0.001120469,0.000007
6256,16256,6528,32767,1020,,1.27,0.00102,0.00006375
6257,16761,7013,32767,-745,,1.309453125,0.001095781,-4.65625E-05
6258,16514,7173,32767,699,,1.29015625,0.001120781,4.36875E-05
6259,16756,7142,32767,2020,,1.3090625,0.001115938,0.00012625
6260,16768,7681,32767,1552,,1.31,0.001200156,0.000097
6261,16649,6921,32767,-488,,1.300703125,0.001081406,-0.0000305
6262,16256,7049,32767,-128,,1.27,0.001101406,-0.000008
6263,16767,7680,32767,238,,1.309921875,0.0012,0.000014875
6264,16382,6777,32767,1021,,1.27984375,0.001058906,6.38125E-05
6265,16257,6784,32767,-511,,1.270078125,0.00106,-3.19375E-05
6266,16644,6914,32767,639,,1.3003125,0.001080313,3.99375E-05
6267,16636,7421,32767,-385,,1.2996875,0.001159531,-2.40625E-05
6268,16384,7422,32767,767,,1.28,0.001159688,4.79375E-05
6269,16767,7042,32767,-253,,1.309921875,0.001100313,-1.58125E-05
6270,16510,7040,32767,-145,,1.28984375,0.0011,-9.0625E-06
6271,16894,7024,32767,643,,1.31984375,0.0010975,4.01875E-05
6272,16285,7431,32767,131,,1.272265625,0.001161094,8.1875E-06
6273,16117,6913,32767,390,,1.259140625,0.001080156,0.000024375
6274,16896,7168,32767,-515,,1.32,0.00112,-3.21875E-05
6275,16644,6782,32767,378,,1.3003125,0.001059688,0.000023625
6276,16508,6914,32767,906,,1.2896875,0.001080313,0.000056625
6277,16382,6783,32767,1528,,1.27984375,0.001059844,0.0000955
6278,16896,6918,32767,244,,1.32,0.001080938,0.00001525
6279,16385,7042,32767,1162,,1.280078125,0.001100313,0.000072625
6280,16648,7162,32767,1121,,1.300625,0.001119063,7.00625E-05
6281,16896,6913,32767,640,,1.32,0.001080156,0.00004
6282,16768,7431,32767,1143,,1.31,0.001161094,7.14375E-05
6283,16764,7172,32767,-872,,1.3096875,0.001120625,-0.0000545
6284,17026,7168,32767,-1152,,1.33015625,0.00112,-0.000072
6285,16642,7051,32767,-134,,1.30015625,0.001101719,-0.000008375
6286,17019,6784,32767,-129,,1.329609375,0.00106,-8.0625E-06
6287,16901,6908,32767,-256,,1.320390625,0.001079375,-0.000016
6288,16642,7039,32767,624,,1.30015625,0.001099844,0.000039
6289,16768,6912,32767,-768,,1.31,0.00108,-0.000048
6290,16383,7046,32767,790,,1.279921875,0.001100938,0.000049375
6291,16771,7167,32767,123,,1.310234375,0.001119844,7.6875E-06
6292,16630,6770,32767,914,,1.29921875,0.001057813,0.000057125
6293,16645,6656,32767,634,,1.300390625,0.00104,0.000039625
6294,16882,7298,32767,380,,1.31890625,0.001140313,0.00002375
6295,16125,6912,32767,126,,1.259765625,0.00108,0.000007875
6296,16522,7171,32767,-128,,1.29078125,0.001120469,-0.000008
6297,16638,7171,32767,259,,1.29984375,0.001120469,1.61875E-05
6298,16768,6916,32767,-254,,1.31,0.001080625,-0.000015875
6299,16512,6774,32767,351,,1.29,0.001058438,2.19375E-05
6300,16767,7554,32767,891,,1.309921875,0.001180313,5.56875E-05
6301,16769,7294,32767,1663,,1.310078125,0.001139688,0.000103938
6302,16511,7293,32767,1027,,1.289921875,0.001139531,6.41875E-05
6303,16640,6655,32767,776,,1.3,0.001039844,0.0000485
6304,16637,7046,32767,517,,1.299765625,0.001100938,3.23125E-05
6305,16641,7040,32767,635,,1.300078125,0.0011,3.96875E-05
6306,16763,7294,32767,-778,,1.309609375,0.001139688,-0.000048625
6307,16512,6664,32767,-391,,1.29,0.00104125,-2.44375E-05
6308,16768,6658,32767,1024,,1.31,0.001040313,0.000064
6309,16510,7164,32767,-251,,1.28984375,0.001119375,-1.56875E-05
6310,16771,6923,32767,-273,,1.310234375,0.001081719,-1.70625E-05
6311,16138,6754,32767,125,,1.26078125,0.001055313,7.8125E-06
6312,16492,7552,32767,378,,1.2884375,0.00118,0.000023625
6313,16896,7046,32767,1152,,1.32,0.001100938,0.000072
6314,16639,6652,32767,384,,1.299921875,0.001039375,0.000024
6315,16638,6662,32767,512,,1.29984375,0.001040938,0.000032
6316,16769,7698,32767,1669,,1.310078125,0.001202813,0.000104313
6317,16768,7413,32767,1534,,1.31,0.001158281,0.000095875
6318,16639,7029,32767,1131,,1.299921875,0.001098281,7.06875E-05
6319,16641,6784,32767,-128,,1.300078125,0.00106,-0.000008
6320,16383,6913,32767,407,,1.279921875,0.001080156,2.54375E-05
6321,16383,6911,32767,1404,,1.279921875,0.001079844,0.00008775
6322,16510,7167,32767,1408,,1.28984375,0.001119844,0.000088
6323,16767,6790,32767,785,,1.309921875,0.001060938,4.90625E-05
6324,16641,7028,32767,-134,,1.300078125,0.001098125,-0.000008375
6325,16646,7302,32767,1262,,1.30046875,0.001140938,0.000078875
6326,16512,6912,32767,884,,1.29,0.00108,0.00005525
6327,16894,6911,32767,255,,1.31984375,0.001079844,1.59375E-05
6328,16634,7041,32767,-142,,1.29953125,0.001100156,-0.000008875
6329,16513,7040,32767,-629,,1.290078125,0.0011,-3.93125E-05
6330,16504,7032,32767,786,,1.289375,0.00109875,0.000049125
6331,16257,6784,32767,-15,,1.270078125,0.00106,-9.375E-07
6332,16780,7286,32767,156,,1.3109375,0.001138438,0.00000975
6333,16757,6529,32767,644,,1.309140625,0.001020156,0.00004025
6334,16385,7430,32767,638,,1.280078125,0.001160938,0.000039875
6335,16771,6917,32767,514,,1.310234375,0.001080781,0.000032125
6336,16630,6911,32767,387,,1.29921875,0.001079844,2.41875E-05
6337,16384,6777,32767,764,,1.28,0.001058906,0.00004775
6338,16512,7294,32767,270,,1.29,0.001139688,0.000016875
6339,16512,7296,32767,-881,,1.29,0.00114,-5.50625E-05
6340,16641,7292,32767,-1024,,1.300078125,0.001139375,-0.000064
6341,16769,6911,32767,-388,,1.310078125,0.001079844,-0.00002425
6342,16640,7057,32767,-118,,1.3,0.001102656,-0.000007375
6343,16768,7550,32767,1792,,1.31,0.001179688,0.000112
6344,16637,7041,32767,749,,1.299765625,0.001100156,4.68125E-05
6345,16639,7422,32767,385,,1.299921875,0.001159688,2.40625E-05
6346,16645,6651,32767,401,,1.300390625,0.001039219,2.50625E-05
6347,16765,7165,32767,1405,,1.309765625,0.001119531,8.78125E-05
6348,16516,6782,32767,377,,1.2903125,0.001059688,2.35625E-05
6349,17023,7156,32767,-382,,1.329921875,0.001118125,-0.000023875
6350,16638,7174,32767,-131,,1.29984375,0.001120938,-8.1875E-06
6351,16514,6903,32767,391,,1.29015625,0.001078594,2.44375E-05
6352,16383,7298,32767,-903,,1.279921875,0.001140313,-5.64375E-05
6353,16638,7165,32767,-1438,,1.29984375,0.001119531,-0.000089875
6354,16642,7037,32767,1038,,1.30015625,0.001099531,0.000064875
6355,16894,7044,32767,512,,1.31984375,0.001100625,0.000032
6356,16631,7294,32767,1162,,1.299296875,0.001139688,0.000072625
6357,16252,7173,32767,512,,1.2696875,0.001120781,0.000032
6358,16394,7550,32767,247,,1.28078125,0.001179688,1.54375E-05
6359,16894,6906,32767,-388,,1.31984375,0.001079063,-0.00002425
6360,16894,6787,32767,-744,,1.31984375,0.001060469,-0.0000465
6361,16769,7040,32767,642,,1.310078125,0.0011,0.000040125
6362,16640,6911,32767,-400,,1.3,0.001079844,-0.000025
6363,16896,6776,32767,245,,1.32,0.00105875,1.53125E-05
6364,16641,7292,32767,124,,1.300078125,0.001139375,0.00000775
6365,16768,7054,32767,-674,,1.31,0.001102188,-0.000042125
6366,16640,6528,32767,1690,,1.3,0.00102,0.000105625
6367,16768,6784,32767,1280,,1.31,0.00106,0.00008
6368,16510,7042,32767,1161,,1.28984375,0.001100313,7.25625E-05
6369,16642,7420,32767,1026,,1.30015625,0.001159375,0.000064125
6370,16637,7418,32767,645,,1.299765625,0.001159063,4.03125E-05
6371,16512,6912,32767,889,,1.29,0.00108,5.55625E-05
6372,16899,7554,32767,-1,,1.320234375,0.001180313,-6.25E-08
6373,16636,6912,32767,892,,1.2996875,0.00108,0.00005575
6374,16382,6788,32767,899,,1.27984375,0.001060625,5.61875E-05
6375,16382,7167,32767,1024,,1.27984375,0.001119844,0.000064
6376,16642,7039,32767,-525,,1.30015625,0.001099844,-3.28125E-05
6377,16642,7285,32767,-48,,1.30015625,0.001138281,-0.000003
6378,16517,7424,32767,2037,,1.290390625,0.00116,0.000127313
6379,16499,7179,32767,1551,,1.288984375,0.001121719,9.69375E-05
6380,16895,6524,32767,1280,,1.319921875,0.001019375,0.00008
6381,16256,6656,32767,917,,1.27,0.00104,5.73125E-05
6382,16904,6786,32767,-256,,1.320625,0.001060313,-0.000016
6383,16892,7037,32767,889,,1.3196875,0.001099531,5.55625E-05
6384,16636,7295,32767,-128,,1.2996875,0.001139844,-0.000008
6385,16512,7041,32767,-650,,1.29,0.001100156,-0.000040625
6386,16643,7040,32767,1280,,1.300234375,0.0011,0.00008
6387,16644,6912,32767,1306,,1.3003125,0.00108,0.000081625
6388,16256,7041,32767,-377,,1.27,0.001100156,-2.35625E-05
6389,16758,7178,32767,-634,,1.30921875,0.001121563,-0.000039625
6390,16898,6785,32767,-308,,1.32015625,0.001060156,-0.00001925
6391,16764,7035,32767,2257,,1.3096875,0.001099219,0.000141063
6392,16770,6780,32767,863,,1.31015625,0.001059375,5.39375E-05
6393,16257,6785,32767,-517,,1.270078125,0.001060156,-3.23125E-05
6394,16643,6914,32767,-400,,1.300234375,0.001080313,-0.000025
6395,16638,7045,32767,-1021,,1.29984375,0.001100781,-6.38125E-05
6396,16640,7164,32767,406,,1.3,0.001119375,0.000025375
6397,16769,6912,32767,253,,1.310078125,0.00108,1.58125E-05
6398,17020,7176,32767,657,,1.3296875,0.00112125,4.10625E-05
6399,16514,7166,32767,770,,1.29015625,0.001119688,0.000048125
6400,16516,7041,32767,1166,,1.2903125,0.001100156,0.000072875
6401,16766,7168,32767,1259,,1.30984375,0.00112,7.86875E-05
6402,17023,7168,32767,-911,,1.329921875,0.00112,-5.69375E-05
6403,16641,7157,32767,-8,,1.300078125,0.001118281,-0.0000005
6404,16896,7313,32767,1151,,1.32,0.001142656,7.19375E-05
6405,16515,6397,32767,-242,,1.290234375,0.000999531,-0.000015125
6406,16512,7552,32767,-631,,1.29,0.00118,-3.94375E-05
6407,16640,7297,32767,130,,1.3,0.001140156,0.000008125
6408,16255,7296,32767,-114,,1.269921875,0.00114,-0.000007125
6409,16775,7042,32767,1284,,1.310546875,0.001100313,0.00008025
6410,16754,6789,32767,349,,1.30890625,0.001060781,2.18125E-05
6411,16253,7423,32767,137,,1.269765625,0.001159844,8.5625E-06
6412,16661,7033,32767,1051,,1.301640625,0.001098906,6.56875E-05
6413,17024,7170,32767,1526,,1.33,0.001120313,0.000095375
6414,16635,7677,32767,-290,,1.299609375,0.001199531,-0.000018125
6415,16640,6924,32767,-19,,1.3,0.001081875,-1.1875E-06
6416,16382,6657,32767,1408,,1.27984375,0.001040156,0.000088
6417,16512,6644,32767,53,,1.29,0.001038125,3.3125E-06
6418,16769,7424,32767,-643,,1.310078125,0.00116,-4.01875E-05
6419,16512,7040,32767,-389,,1.29,0.0011,-2.43125E-05
6420,16644,6266,32767,-124,,1.3003125,0.000979063,-0.00000775
6421,16769,6656,32767,385,,1.310078125,0.00104,2.40625E-05
6422,16640,7678,32767,-137,,1.3,0.001199688,-8.5625E-06
6423,16768,7037,32767,-129,,1.31,0.001099531,-8.0625E-06
6424,16499,7292,32767,-1,,1.288984375,0.001139375,-6.25E-08
6425,16387,6656,32767,-128,,1.280234375,0.00104,-0.000008
6426,16765,7042,32767,5,,1.309765625,0.001100313,3.125E-07
6427,16512,6909,32767,383,,1.29,0.001079531,2.39375E-05
6428,17155,7682,32767,128,,1.340234375,0.001200313,0.000008
6429,16643,7580,32767,-18,,1.300234375,0.001184375,-0.000001125
6430,16384,6917,32767,641,,1.28,0.001080781,4.00625E-05
6431,16886,7032,32767,-372,,1.31921875,0.00109875,-0.00002325
6432,16895,7168,32767,377,,1.319921875,0.00112,2.35625E-05
6433,17027,7040,32767,1279,,1.330234375,0.0011,7.99375E-05
6434,16640,7039,32767,766,,1.3,0.001099844,0.000047875
6435,16642,6784,32767,654,,1.30015625,0.00106,0.000040875
6436,16254,6658,32767,-387,,1.26984375,0.001040313,-2.41875E-05
6437,16507,7037,32767,266,,1.289609375,0.001099531,0.000016625
6438,16768,7036,32767,759,,1.31,0.001099375,4.74375E-05
6439,16516,6784,32767,258,,1.2903125,0.00106,0.000016125
6440,16383,6912,32767,647,,1.279921875,0.00108,4.04375E-05
6441,16768,6784,32767,516,,1.31,0.00106,0.00003225
6442,16387,6910,32767,-386,,1.280234375,0.001079688,-0.000024125
6443,16504,6919,32767,876,,1.289375,0.001081094,0.00005475
6444,16517,6782,32767,1412,,1.290390625,0.001059688,0.00008825
6445,16504,6912,32767,779,,1.289375,0.00108,4.86875E-05
