,CH1,CH2,CH3,CH4
0,1537,122,384,128
1,1409,0,1,248
2,1278,382,131,641
3,1023,-129,129,514
4,1158,259,-124,128
5,1405,130,256,368
6,1024,128,-5,1408
7,1535,260,-8,387
8,1029,-3,639,632
9,1134,484,271,764
10,1167,541,122,905
11,768,-255,131,518
12,1152,270,-126,383
13,1153,381,640,128
14,1281,127,251,264
15,1279,258,390,897
16,1412,253,499,493
17,1408,257,-386,389
18,1282,251,22,1297
19,1536,1,768,1024
20,1408,255,507,511
21,1409,-2,257,888
22,1279,509,256,1024
23,1403,647,1,642
24,1285,384,257,382
25,897,253,384,256
26,1157,382,378,-123
27,1280,-128,-1,779
28,1269,-254,150,1017
29,896,3,896,767
30,1151,384,245,763
31,896,256,385,381
32,1149,504,127,652
33,767,-128,255,1022
34,1159,770,256,255
35,1151,139,510,750
36,1280,381,261,649
37,1147,380,250,239
38,1408,639,512,1022
39,1154,127,131,778
40,895,256,-381,638
41,1024,-130,262,1278
42,1019,134,117,892
43,896,384,1,894
44,1160,765,402,384
45,1279,7,768,767
46,1151,129,126,640
47,1022,385,382,640
48,1277,127,128,630
49,1163,376,379,1277
50,895,256,379,772
51,1147,378,516,895
52,1280,892,-128,1024
53,1152,123,383,384
54,1407,129,124,388
55,1024,4,128,898
56,1281,524,261,892
57,1280,510,638,768
58,1279,381,382,894
59,1154,129,128,640
60,1024,2,0,896
61,1023,256,122,1290
62,1024,6,383,130
63,1024,110,263,1000
64,1024,384,127,1015
65,1025,0,0,515
66,1030,262,2,887
67,1407,383,133,-130
68,1018,2,253,656
69,1289,256,-2,252
70,1401,4,135,654
71,1021,513,256,773
72,1156,-10,131,1148
73,1151,-133,512,389
74,1284,642,2,516
75,1408,516,-11,888
76,1278,387,257,1151
77,1022,-256,3,908
78,1410,388,396,256
79,1281,128,1023,383
80,1147,518,239,513
81,896,384,260,896
82,1159,508,377,1020
83,1147,126,260,641
84,1026,126,637,768
85,1283,-2,-2,515
86,1402,387,137,513
87,1025,392,257,767
88,1024,1,-127,640
89,1029,356,-155,638
90,895,640,512,510
91,1150,509,128,252
92,1151,122,257,770
93,1277,129,254,640
94,1403,273,641,1151
95,1026,764,122,384
96,1409,-17,-122,789
97,1026,265,259,1023
98,1153,765,123,500
99,1151,0,125,388
100,1280,128,255,772
101,1281,-1,0,645
102,1278,256,253,384
103,1410,128,259,629
104,1153,384,129,764
105,1024,384,257,512
106,901,253,-132,893
107,1281,-254,256,511
108,892,134,1023,1163
109,768,640,256,757
110,896,503,5,390
111,1027,0,383,1023
112,1406,258,256,636
113,1024,255,-128,640
114,1410,384,128,639
115,1155,137,-130,389
116,1272,127,252,378
117,1411,259,2,1136
118,1021,4,0,1536
119,767,512,0,1039
120,1278,-134,2,512
121,769,254,514,894
122,1546,1,509,384
123,1151,383,511,252
124,1286,125,377,1024
125,1409,2,1,1157
126,1022,-127,133,644
127,1023,254,514,123
128,1021,4,-1,751
129,1278,234,370,1136
130,1025,248,384,1275
131,893,-256,127,636
132,1153,401,517,378
133,1021,507,384,258
134,1027,378,126,512
135,1281,255,251,386
136,1272,109,771,777
137,769,-382,384,767
138,1031,256,-256,763
139,1278,-128,511,515
140,1408,640,0,893
141,1409,-100,378,383
142,1161,-399,516,1153
143,768,627,-3,646
144,1152,768,641,383
145,1408,1,0,514
146,1153,388,131,1026
147,1409,256,128,765
148,1146,385,254,767
149,1151,384,0,640
150,1021,388,257,768
151,1153,768,127,770
152,1277,380,255,888
153,1024,389,-128,384
154,1152,-127,380,768
155,1024,112,776,521
156,1280,384,258,636
157,1024,0,122,771
158,1282,644,509,381
159,1153,384,-123,632
160,1284,384,14,1022
161,1404,257,382,640
162,1028,382,-9,904
163,1408,128,261,896
164,1020,252,508,638
165,1408,-128,126,641
166,1405,258,3,512
167,1280,392,261,896
168,1280,131,-137,386
169,1282,127,1020,380
170,1278,128,131,637
171,1285,128,638,1153
172,899,2,0,635
173,1016,384,127,760
174,1538,379,127,1023
175,1284,251,0,767
176,1023,896,-1,893
177,1147,256,-130,639
178,1536,263,256,895
179,1156,640,-2,512
180,1151,259,385,767
181,1028,251,-248,765
182,1023,256,120,1026
183,1023,129,-3,642
184,1150,-128,256,896
185,1280,-393,112,768
186,1023,515,1150,894
187,1151,384,-369,514
188,1280,381,256,384
189,1280,-255,385,510
190,1277,7,254,898
191,895,511,3,1155
192,1280,128,-1,767
193,1027,-35,245,1034
194,1277,899,508,386
195,1166,17,512,1114
196,1022,509,387,1029
197,1280,130,-2,397
198,1152,517,384,128
199,1408,640,0,374
200,1024,129,389,898
201,1536,382,385,896
202,1138,-260,123,770
203,768,-6,128,251
204,1024,256,257,1150
205,1149,-2,259,769
206,1284,504,0,769
207,899,412,125,643
208,1263,-247,128,977
209,1410,-4,254,1548
210,1152,259,126,378
211,1022,382,-256,511
212,1282,123,388,512
213,1279,129,253,772
214,1529,117,129,1145
215,897,5,-1,639
216,1160,510,-124,900
217,1279,-2,256,512
218,1024,258,513,261
219,1152,-122,768,1017
220,1024,-129,512,1024
221,1270,135,394,1154
222,1407,-128,-2,252
223,1285,379,-1,128
224,895,251,-132,779
