,,CH1,CH2,CH3,CH4,,GateV,Vf,If
333,-2.33E-06,-765,11008,12288,-894,,-0.11953125,1.72,-0.00055875
334,-2.33E-06,-902,10881,11908,-767,,-0.1409375,1.70015625,-0.000479375
335,-2.33E-06,-257,11264,11267,-642,,-0.04015625,1.76,-0.00040125
336,-2.33E-06,-758,11521,11132,-387,,-0.1184375,1.80015625,-0.000241875
337,-2.33E-06,-762,11012,11517,-2,,-0.1190625,1.720625,-0.00000125
338,-2.32E-06,-1281,11390,11392,-128,,-0.20015625,1.7796875,-0.00008
339,-2.32E-06,-1012,11520,11392,-640,,-0.158125,1.8,-0.0004
340,-2.32E-06,-512,11264,11778,-129,,-0.08,1.76,-0.000080625
341,-2.32E-06,-906,10879,11904,-897,,-0.1415625,1.69984375,-0.000560625
342,-2.32E-06,-891,11137,11904,-384,,-0.13921875,1.74015625,-0.00024
343,-2.31E-06,-639,11265,11774,-768,,-0.09984375,1.76015625,-0.00048
344,-2.31E-06,-770,11390,11904,-257,,-0.1203125,1.7796875,-0.000160625
345,-2.31E-06,-895,11520,11521,-767,,-0.13984375,1.8,-0.000479375
346,-2.31E-06,-1028,11392,11519,-512,,-0.160625,1.78,-0.00032
347,-2.31E-06,-765,11519,11394,-896,,-0.11953125,1.79984375,-0.00056
348,-2.30E-06,-1408,11135,11904,-257,,-0.22,1.73984375,-0.000160625
349,-2.30E-06,-904,11390,11392,-640,,-0.14125,1.7796875,-0.0004
350,-2.30E-06,-766,11525,12027,-384,,-0.1196875,1.80078125,-0.00024
351,-2.30E-06,-896,11136,11778,-764,,-0.14,1.74,-0.0004775
352,-2.30E-06,-1022,11395,11392,-512,,-0.1596875,1.78046875,-0.00032
353,-2.29E-06,-506,11647,11904,128,,-0.0790625,1.81984375,0.00008
354,-2.29E-06,-644,11390,11263,-524,,-0.100625,1.7796875,-0.0003275
355,-2.29E-06,-899,11392,11648,-767,,-0.14046875,1.78,-0.000479375
356,-2.29E-06,-1151,11392,11776,-256,,-0.17984375,1.78,-0.00016
357,-2.29E-06,-897,11260,11393,-766,,-0.14015625,1.759375,-0.00047875
358,-2.28E-06,-1024,11647,11774,-768,,-0.16,1.81984375,-0.00048
359,-2.28E-06,-772,11392,11903,0,,-0.120625,1.78,0
360,-2.28E-06,-767,11390,11519,-640,,-0.11984375,1.7796875,-0.0004
361,-2.28E-06,-1024,10878,11777,-768,,-0.16,1.6996875,-0.00048
362,-2.28E-06,-1153,11009,11776,-384,,-0.18015625,1.72015625,-0.00024
363,-2.27E-06,-771,11132,11651,-1152,,-0.12046875,1.739375,-0.00072
364,-2.27E-06,-383,12028,11392,-263,,-0.05984375,1.879375,-0.000164375
365,-2.27E-06,-1028,11650,11520,-511,,-0.160625,1.8203125,-0.000319375
366,-2.27E-06,-894,11520,11264,-255,,-0.1396875,1.8,-0.000159375
367,-2.27E-06,-893,11777,11655,-889,,-0.13953125,1.84015625,-0.000555625
368,-2.26E-06,-510,11775,11901,-1156,,-0.0796875,1.83984375,-0.0007225
369,-2.26E-06,-642,11396,10883,-517,,-0.1003125,1.780625,-0.000323125
370,-2.26E-06,-1024,11008,11125,-520,,-0.16,1.72,-0.000325
371,-2.26E-06,-772,11392,12033,-128,,-0.120625,1.78,-0.00008
372,-2.26E-06,-770,11521,11520,-768,,-0.1203125,1.80015625,-0.00048
373,-2.25E-06,-511,11645,11905,-128,,-0.07984375,1.81953125,-0.00008
374,-2.25E-06,-891,11135,11777,-767,,-0.13921875,1.73984375,-0.000479375
375,-2.25E-06,-899,11392,12033,127,,-0.14046875,1.78,0.000079375
376,-2.25E-06,-643,11133,11521,-1024,,-0.10046875,1.73953125,-0.00064
377,-2.25E-06,-634,12027,11772,384,,-0.0990625,1.87921875,0.00024
378,-2.24E-06,-899,11392,11648,-1028,,-0.14046875,1.78,-0.0006425
379,-2.24E-06,-895,11263,11393,-512,,-0.13984375,1.75984375,-0.00032
380,-2.24E-06,-766,11136,12032,-1022,,-0.1196875,1.74,-0.00063875
381,-2.24E-06,-638,11389,11517,0,,-0.0996875,1.77953125,0
382,-2.24E-06,-643,11776,11393,-1023,,-0.10046875,1.84,-0.000639375
383,-2.23E-06,-766,11269,11254,-388,,-0.1196875,1.76078125,-0.0002425
384,-2.23E-06,-511,11008,11903,-514,,-0.07984375,1.72,-0.00032125
385,-2.23E-06,-890,11136,11136,0,,-0.1390625,1.74,0
386,-2.23E-06,-897,11265,11009,-384,,-0.14015625,1.76015625,-0.00024
387,-2.23E-06,-768,11519,11395,0,,-0.12,1.79984375,0
388,-2.22E-06,-510,11136,11648,-382,,-0.0796875,1.74,-0.00023875
389,-2.22E-06,-1280,11519,11520,-639,,-0.2,1.79984375,-0.000399375
390,-2.22E-06,-643,11396,11515,-647,,-0.10046875,1.780625,-0.000404375
391,-2.22E-06,-1024,11391,12032,-256,,-0.16,1.77984375,-0.00016
392,-2.22E-06,-508,11648,11520,-640,,-0.079375,1.82,-0.0004
393,-2.21E-06,-515,11521,11398,-896,,-0.08046875,1.80015625,-0.00056
394,-2.21E-06,-775,11517,12032,-381,,-0.12109375,1.79953125,-0.000238125
395,-2.21E-06,-1149,10880,11520,-130,,-0.17953125,1.7,-0.00008125
396,-2.21E-06,-640,11389,11387,-766,,-0.1,1.77953125,-0.00047875
397,-2.21E-06,-1143,11264,11899,-640,,-0.17859375,1.76,-0.0004
398,-2.20E-06,-901,11264,11904,-895,,-0.14078125,1.76,-0.000559375
399,-2.20E-06,-642,11394,11392,-257,,-0.1003125,1.7803125,-0.000160625
400,-2.20E-06,-768,11775,12038,-1028,,-0.12,1.83984375,-0.0006425
401,-2.20E-06,-1407,11262,12159,-510,,-0.21984375,1.7596875,-0.00031875
402,-2.20E-06,-1028,11263,11776,-382,,-0.160625,1.75984375,-0.00023875
403,-2.19E-06,-900,11005,11902,-2,,-0.140625,1.71953125,-0.00000125
404,-2.19E-06,-642,11519,11776,-256,,-0.1003125,1.79984375,-0.00016
405,-2.19E-06,-895,11128,11777,-640,,-0.13984375,1.73875,-0.0004
406,-2.19E-06,-508,10753,12160,-902,,-0.079375,1.68015625,-0.00056375
407,-2.19E-06,-912,11394,11771,-1147,,-0.1425,1.7803125,-0.000716875
408,-2.18E-06,-1148,11264,11646,131,,-0.179375,1.76,0.000081875
409,-2.18E-06,-763,10878,11524,-383,,-0.11921875,1.6996875,-0.000239375
410,-2.18E-06,-640,11641,12032,-126,,-0.1,1.81890625,-0.00007875
411,-2.18E-06,-767,11263,11392,-768,,-0.11984375,1.75984375,-0.00048
412,-2.18E-06,-641,11395,11520,-895,,-0.10015625,1.78046875,-0.000559375
413,-2.17E-06,-511,11391,11774,-765,,-0.07984375,1.77984375,-0.000478125
414,-2.17E-06,-1023,11263,11135,-513,,-0.15984375,1.75984375,-0.000320625
415,-2.17E-06,-899,11135,11520,-510,,-0.14046875,1.73984375,-0.00031875
416,-2.17E-06,-895,11134,11264,2,,-0.13984375,1.7396875,0.00000125
417,-2.17E-06,-1025,11264,11776,-1024,,-0.16015625,1.76,-0.00064
418,-2.16E-06,-1155,11137,11777,-248,,-0.18046875,1.74015625,-0.000155
419,-2.16E-06,-1283,11646,12027,-383,,-0.20046875,1.8196875,-0.000239375
420,-2.16E-06,-1141,11005,11390,-133,,-0.17828125,1.71953125,-0.000083125
421,-2.16E-06,-903,11393,11906,-899,,-0.14109375,1.78015625,-0.000561875
422,-2.16E-06,-1276,11265,11904,-510,,-0.199375,1.76015625,-0.00031875
423,-2.15E-06,-635,11775,11906,-381,,-0.09921875,1.83984375,-0.000238125
424,-2.15E-06,-766,11388,11392,-768,,-0.1196875,1.779375,-0.00048
425,-2.15E-06,-641,11264,11520,-256,,-0.10015625,1.76,-0.00016
426,-2.15E-06,-640,11266,11650,-648,,-0.1,1.7603125,-0.000405
427,-2.15E-06,-1152,11393,11776,-1023,,-0.18,1.78015625,-0.000639375
428,-2.14E-06,-1153,11262,11776,-383,,-0.18015625,1.7596875,-0.000239375
429,-2.14E-06,-1156,11007,11648,-765,,-0.180625,1.71984375,-0.000478125
430,-2.14E-06,-768,11390,11648,-390,,-0.12,1.7796875,-0.00024375
431,-2.14E-06,-773,11518,11519,-130,,-0.12078125,1.7996875,-0.00008125
432,-2.14E-06,-892,10881,11520,-514,,-0.139375,1.70015625,-0.00032125
433,-2.13E-06,-378,11654,11649,-512,,-0.0590625,1.8209375,-0.00032
434,-2.13E-06,-649,11518,11905,-641,,-0.10140625,1.7996875,-0.000400625
435,-2.13E-06,-1282,11136,12032,-511,,-0.2003125,1.74,-0.000319375
436,-2.13E-06,-1280,11137,11777,-258,,-0.2,1.74015625,-0.00016125
437,-2.13E-06,-1158,11136,11648,-7,,-0.1809375,1.74,-0.000004375
438,-2.12E-06,-385,11905,11777,-896,,-0.06015625,1.86015625,-0.00056
439,-2.12E-06,-894,11256,11775,-124,,-0.1396875,1.75875,-0.0000775
440,-2.12E-06,-1024,11011,11776,-642,,-0.16,1.72046875,-0.00040125
441,-2.12E-06,-896,11393,11776,-257,,-0.14,1.78015625,-0.000160625
442,-2.12E-06,-769,11392,11782,-896,,-0.12015625,1.78,-0.00056
443,-2.11E-06,-636,11263,11006,-512,,-0.099375,1.75984375,-0.00032
444,-2.11E-06,-890,11521,11906,-1024,,-0.1390625,1.80015625,-0.00064
445,-2.11E-06,-127,11519,11647,-896,,-0.01984375,1.79984375,-0.00056
446,-2.11E-06,-915,11259,11648,-764,,-0.14296875,1.75921875,-0.0004775
447,-2.11E-06,-1017,10881,11649,-127,,-0.15890625,1.70015625,-0.000079375
448,-2.10E-06,-763,11523,11777,-513,,-0.11921875,1.80046875,-0.000320625
449,-2.10E-06,-640,11778,11651,-383,,-0.1,1.8403125,-0.000239375
450,-2.10E-06,-638,11521,11392,-896,,-0.0996875,1.80015625,-0.00056
451,-2.10E-06,-896,11520,11651,-1024,,-0.14,1.8,-0.00064
452,-2.10E-06,-1022,11391,12286,-255,,-0.1596875,1.77984375,-0.000159375
453,-2.09E-06,-1407,11391,11517,-511,,-0.21984375,1.77984375,-0.000319375
454,-2.09E-06,-1281,11264,11653,-130,,-0.20015625,1.76,-0.00008125
455,-2.09E-06,-1159,11264,12160,-899,,-0.18109375,1.76,-0.000561875
456,-2.09E-06,-518,11135,12290,-766,,-0.0809375,1.73984375,-0.00047875
457,-2.09E-06,-771,11392,11516,-385,,-0.12046875,1.78,-0.000240625
458,-2.08E-06,-896,11264,11397,-640,,-0.14,1.76,-0.0004
459,-2.08E-06,-1162,11397,11644,-253,,-0.1815625,1.78078125,-0.000158125
460,-2.08E-06,-1135,11518,11137,-514,,-0.17734375,1.7996875,-0.00032125
461,-2.08E-06,-382,10880,11904,-382,,-0.0596875,1.7,-0.00023875
462,-2.08E-06,-1034,11135,11528,-512,,-0.1615625,1.73984375,-0.00032
463,-2.07E-06,-1160,11136,11132,-773,,-0.18125,1.74,-0.000483125
464,-2.07E-06,-898,11136,11648,0,,-0.1403125,1.74,0
465,-2.07E-06,-768,11136,11263,-516,,-0.12,1.74,-0.0003225
466,-2.07E-06,-641,11138,11400,-898,,-0.10015625,1.7403125,-0.00056125
467,-2.07E-06,-641,11647,11904,-896,,-0.10015625,1.81984375,-0.00056
468,-2.06E-06,-514,11009,11520,-768,,-0.0803125,1.72015625,-0.00048
469,-2.06E-06,-506,11389,11389,-779,,-0.0790625,1.77953125,-0.000486875
470,-2.06E-06,-898,11136,12159,256,,-0.1403125,1.74,0.00016
471,-2.06E-06,-765,11406,11516,-520,,-0.11953125,1.7821875,-0.000325
472,-2.06E-06,-639,11896,11648,-509,,-0.09984375,1.85875,-0.000318125
473,-2.05E-06,-644,10878,11264,-382,,-0.100625,1.6996875,-0.00023875
474,-2.05E-06,-1027,11520,11650,-257,,-0.16046875,1.8,-0.000160625
475,-2.05E-06,-893,11008,11776,-254,,-0.13953125,1.72,-0.00015875
476,-2.05E-06,-638,11389,11648,-128,,-0.0996875,1.77953125,-0.00008
477,-2.05E-06,-381,11265,11650,-642,,-0.05953125,1.76015625,-0.00040125
478,-2.04E-06,-1021,11648,11134,-510,,-0.15953125,1.82,-0.00031875
479,-2.04E-06,-1154,11260,11266,-509,,-0.1803125,1.759375,-0.000318125
480,-2.04E-06,-639,10753,11648,-259,,-0.09984375,1.68015625,-0.000161875
481,-2.04E-06,-897,11264,11392,-508,,-0.14015625,1.76,-0.0003175
482,-2.04E-06,-508,11391,11773,128,,-0.079375,1.77984375,0.00008
483,-2.03E-06,-1281,11392,11775,-891,,-0.20015625,1.78,-0.000556875
484,-2.03E-06,-638,11521,12031,-511,,-0.0996875,1.80015625,-0.000319375
485,-2.03E-06,-1159,11390,11642,-508,,-0.18109375,1.7796875,-0.0003175
486,-2.03E-06,-625,11010,11390,256,,-0.09765625,1.7203125,0.00016
487,-2.03E-06,-511,11520,11269,-517,,-0.07984375,1.8,-0.000323125
488,-2.02E-06,-785,11136,11775,-896,,-0.12265625,1.74,-0.00056
489,-2.02E-06,-1535,11511,11135,-771,,-0.23984375,1.79859375,-0.000481875
490,-2.02E-06,-523,11647,11902,-256,,-0.08171875,1.81984375,-0.00016
491,-2.02E-06,-764,11262,11646,126,,-0.119375,1.7596875,0.00007875
492,-2.02E-06,-641,11264,11520,-384,,-0.10015625,1.76,-0.00024
493,-2.01E-06,-765,11265,11905,-637,,-0.11953125,1.76015625,-0.000398125
494,-2.01E-06,-1151,11520,11904,-645,,-0.17984375,1.8,-0.000403125
495,-2.01E-06,-906,11523,11777,-1152,,-0.1415625,1.80046875,-0.00072
496,-2.01E-06,-634,11265,11649,-145,,-0.0990625,1.76015625,-0.000090625
497,-2.01E-06,-1152,11516,11648,-126,,-0.18,1.799375,-0.00007875
498,-2.00E-06,-512,11523,11648,-381,,-0.08,1.80046875,-0.000238125
499,-2.00E-06,-1025,11137,11777,-1021,,-0.16015625,1.74015625,-0.000638125
500,-2.00E-06,-510,11260,11264,-1156,,-0.0796875,1.759375,-0.0007225
501,-2.00E-06,-1029,11140,11645,-641,,-0.16078125,1.740625,-0.000400625
502,-2.00E-06,-1024,10628,11528,-649,,-0.16,1.660625,-0.000405625
503,-1.99E-06,-892,11001,11515,-251,,-0.139375,1.71890625,-0.000156875
504,-1.99E-06,-1149,11519,11904,-1018,,-0.17953125,1.79984375,-0.00063625
505,-1.99E-06,-1028,11136,11648,-772,,-0.160625,1.74,-0.0004825
506,-1.99E-06,-769,11262,11520,-131,,-0.12015625,1.7596875,-0.000081875
507,-1.99E-06,-767,11519,11648,-119,,-0.11984375,1.79984375,-0.000074375
508,-1.98E-06,-893,11520,11391,-771,,-0.13953125,1.8,-0.000481875
509,-1.98E-06,-1023,11520,11650,-261,,-0.15984375,1.8,-0.000163125
510,-1.98E-06,-895,11393,11391,-512,,-0.13984375,1.78015625,-0.00032
511,-1.98E-06,-637,11135,11776,-255,,-0.09953125,1.73984375,-0.000159375
512,-1.98E-06,-643,11397,11520,-896,,-0.10046875,1.78078125,-0.00056
513,-1.97E-06,-769,11645,11011,4,,-0.12015625,1.81953125,0.0000025
514,-1.97E-06,-768,11136,12416,-512,,-0.12,1.74,-0.00032
515,-1.97E-06,-767,11394,11532,-254,,-0.11984375,1.7803125,-0.00015875
516,-1.97E-06,-776,10879,11389,-1024,,-0.12125,1.69984375,-0.00064
517,-1.97E-06,-510,11520,12160,-384,,-0.0796875,1.8,-0.00024
518,-1.96E-06,-896,11133,11902,-383,,-0.14,1.73953125,-0.000239375
519,-1.96E-06,-640,10752,11775,-125,,-0.1,1.68,-0.000078125
520,-1.96E-06,-892,11264,11648,-130,,-0.139375,1.76,-0.00008125
521,-1.96E-06,-1028,11391,11648,-640,,-0.160625,1.77984375,-0.0004
522,-1.96E-06,-521,11392,11521,-386,,-0.08140625,1.78,-0.00024125
523,-1.95E-06,-385,11392,11520,-637,,-0.06015625,1.78,-0.000398125
524,-1.95E-06,-645,11264,11520,-517,,-0.10078125,1.76,-0.000323125
525,-1.95E-06,-897,11136,11649,-129,,-0.14015625,1.74,-0.000080625
526,-1.95E-06,-768,11136,11647,-640,,-0.12,1.74,-0.0004
527,-1.95E-06,-897,11262,11520,-765,,-0.14015625,1.7596875,-0.000478125
528,-1.94E-06,-1025,11521,11390,-1032,,-0.16015625,1.80015625,-0.000645
529,-1.94E-06,-1161,11264,11900,-138,,-0.18140625,1.76,-0.00008625
530,-1.94E-06,-769,11392,11650,-122,,-0.12015625,1.78,-0.00007625
531,-1.94E-06,-1147,11006,11392,-511,,-0.17921875,1.7196875,-0.000319375
532,-1.94E-06,-1154,11010,11520,-514,,-0.1803125,1.7203125,-0.00032125
533,-1.93E-06,-1029,11648,11392,-896,,-0.16078125,1.82,-0.00056
534,-1.93E-06,-893,11394,11773,-517,,-0.13953125,1.7803125,-0.000323125
535,-1.93E-06,-1152,11140,11905,254,,-0.18,1.740625,0.00015875
536,-1.93E-06,-894,11007,11776,-256,,-0.1396875,1.71984375,-0.00016
537,-1.93E-06,-634,11264,11648,-896,,-0.0990625,1.76,-0.00056
538,-1.92E-06,-518,11392,11649,-254,,-0.0809375,1.78,-0.00015875
539,-1.92E-06,-1161,11391,12033,-384,,-0.18140625,1.77984375,-0.00024
540,-1.92E-06,-1019,11265,11904,-257,,-0.15921875,1.76015625,-0.000160625
541,-1.92E-06,-761,11777,11643,-512,,-0.11890625,1.84015625,-0.00032
542,-1.92E-06,-389,11265,12413,3,,-0.06078125,1.76015625,0.000001875
543,-1.91E-06,-1149,11648,11779,-1020,,-0.17953125,1.82,-0.0006375
544,-1.91E-06,-648,11134,11522,-514,,-0.10125,1.7396875,-0.00032125
545,-1.91E-06,-380,11136,11777,-512,,-0.059375,1.74,-0.00032
546,-1.91E-06,-895,11136,11904,0,,-0.13984375,1.74,0
547,-1.91E-06,-642,11263,11904,-512,,-0.1003125,1.75984375,-0.00032
548,-1.90E-06,-887,11387,11519,-129,,-0.13859375,1.77921875,-0.000080625
549,-1.90E-06,-768,11648,11903,-764,,-0.12,1.82,-0.0004775
550,-1.90E-06,-387,11390,11648,-640,,-0.06046875,1.7796875,-0.0004
551,-1.90E-06,-1031,11523,12288,-384,,-0.16109375,1.80046875,-0.00024
552,-1.90E-06,-763,11516,11902,-771,,-0.11921875,1.799375,-0.000481875
553,-1.89E-06,-640,11007,11904,-510,,-0.1,1.71984375,-0.00031875
554,-1.89E-06,-512,11391,11776,-257,,-0.08,1.77984375,-0.000160625
555,-1.89E-06,-639,11138,11388,-641,,-0.09984375,1.7403125,-0.000400625
556,-1.89E-06,-772,11390,12031,-128,,-0.120625,1.7796875,-0.00008
557,-1.89E-06,-631,11520,11517,127,,-0.09859375,1.8,0.000079375
558,-1.88E-06,-1537,11007,11392,-256,,-0.24015625,1.71984375,-0.00016
559,-1.88E-06,-512,11264,11650,-384,,-0.08,1.76,-0.00024
560,-1.88E-06,-765,11008,11904,-384,,-0.11953125,1.72,-0.00024
561,-1.88E-06,-640,11390,11906,-638,,-0.1,1.7796875,-0.00039875
562,-1.88E-06,-896,11398,11776,-521,,-0.14,1.7809375,-0.000325625
563,-1.87E-06,-638,10881,11903,3,,-0.0996875,1.70015625,0.000001875
564,-1.87E-06,-773,11009,11904,-767,,-0.12078125,1.72015625,-0.000479375
565,-1.87E-06,-1022,11267,11904,-385,,-0.1596875,1.76046875,-0.000240625
566,-1.87E-06,-768,11903,11904,-1021,,-0.12,1.85984375,-0.000638125
567,-1.87E-06,-1153,11275,11904,-772,,-0.18015625,1.76171875,-0.0004825
568,-1.86E-06,-1024,10739,11902,-649,,-0.16,1.67796875,-0.000405625
569,-1.86E-06,-1022,11776,11905,-128,,-0.1596875,1.84,-0.00008
570,-1.86E-06,-899,11260,11521,-642,,-0.14046875,1.759375,-0.00040125
571,-1.86E-06,-514,11390,11522,-640,,-0.0803125,1.7796875,-0.0004
572,-1.86E-06,-762,10880,12158,-639,,-0.1190625,1.7,-0.000399375
573,-1.85E-06,-1148,11522,11139,-385,,-0.179375,1.8003125,-0.000240625
574,-1.85E-06,-1161,11521,11262,-768,,-0.18140625,1.80015625,-0.00048
575,-1.85E-06,-276,11264,11645,127,,-0.043125,1.76,0.000079375
576,-1.85E-06,-395,11392,11904,-516,,-0.06171875,1.78,-0.0003225
577,-1.85E-06,-1155,11262,11647,-770,,-0.18046875,1.7596875,-0.00048125
578,-1.84E-06,-1151,10880,11775,-1021,,-0.17984375,1.7,-0.000638125
579,-1.84E-06,-1148,10494,11391,129,,-0.179375,1.6396875,0.000080625
580,-1.84E-06,-636,11388,11647,-768,,-0.099375,1.779375,-0.00048
581,-1.84E-06,-642,11524,11657,-5,,-0.1003125,1.800625,-0.000003125
582,-1.84E-06,-767,11392,11134,-501,,-0.11984375,1.78,-0.000313125
583,-1.83E-06,-892,11520,11776,-646,,-0.139375,1.8,-0.00040375
584,-1.83E-06,-1151,11391,11520,126,,-0.17984375,1.77984375,0.00007875
585,-1.83E-06,-1152,11391,11907,-256,,-0.18,1.77984375,-0.00016
586,-1.83E-06,-1154,11136,12032,-383,,-0.1803125,1.74,-0.000239375
587,-1.83E-06,-641,11135,12032,-511,,-0.10015625,1.73984375,-0.000319375
588,-1.82E-06,-1018,11384,12034,-639,,-0.1590625,1.77875,-0.000399375
589,-1.82E-06,-1024,11649,11520,-515,,-0.16,1.82015625,-0.000321875
590,-1.82E-06,-893,11134,11648,0,,-0.13953125,1.7396875,0
591,-1.82E-06,-775,11266,11773,-512,,-0.12109375,1.7603125,-0.00032
592,-1.82E-06,-1277,11006,11391,-1025,,-0.19953125,1.7196875,-0.000640625
593,-1.81E-06,-511,10880,11648,-640,,-0.07984375,1.7,-0.0004
594,-1.81E-06,-1024,11263,10754,-1023,,-0.16,1.75984375,-0.000639375
595,-1.81E-06,-523,11136,11514,-1024,,-0.08171875,1.74,-0.00064
596,-1.81E-06,-763,11136,11520,-382,,-0.11921875,1.74,-0.00023875
597,-1.81E-06,-1026,11136,11776,-514,,-0.1603125,1.74,-0.00032125
598,-1.80E-06,-768,11264,11647,-899,,-0.12,1.76,-0.000561875
599,-1.80E-06,-897,11264,11776,-637,,-0.14015625,1.76,-0.000398125
600,-1.80E-06,-639,11392,11648,1,,-0.09984375,1.78,0.000000625
601,-1.80E-06,-1024,11270,11647,-248,,-0.16,1.7609375,-0.000155
602,-1.80E-06,-770,10878,11648,-640,,-0.1203125,1.6996875,-0.0004
603,-1.79E-06,-1279,11780,11521,-512,,-0.19984375,1.840625,-0.00032
604,-1.79E-06,-634,11390,11902,-644,,-0.0990625,1.7796875,-0.0004025
605,-1.79E-06,-1033,11263,11520,-637,,-0.16140625,1.75984375,-0.000398125
606,-1.79E-06,-759,11264,12035,0,,-0.11859375,1.76,0
607,-1.79E-06,-772,11521,11902,-511,,-0.120625,1.80015625,-0.000319375
608,-1.78E-06,-1280,11012,11777,-250,,-0.2,1.720625,-0.00015625
609,-1.78E-06,-1543,11264,11520,-1024,,-0.24109375,1.76,-0.00064
610,-1.78E-06,-899,11133,12160,-512,,-0.14046875,1.73953125,-0.00032
611,-1.78E-06,-897,11136,11388,-893,,-0.14015625,1.74,-0.000558125
612,-1.78E-06,-642,11135,11267,6,,-0.1003125,1.73984375,0.00000375
613,-1.77E-06,-509,11136,11520,-386,,-0.07953125,1.74,-0.00024125
614,-1.77E-06,-1020,11266,11520,-511,,-0.159375,1.7603125,-0.000319375
615,-1.77E-06,-896,10880,11520,-640,,-0.14,1.7,-0.0004
616,-1.77E-06,-1031,11263,11779,-770,,-0.16109375,1.75984375,-0.00048125
617,-1.77E-06,-1275,10752,11637,-630,,-0.19921875,1.68,-0.00039375
618,-1.76E-06,-762,11264,11011,-2,,-0.1190625,1.76,-0.00000125
619,-1.76E-06,-1171,10877,12034,-902,,-0.18296875,1.69953125,-0.00056375
620,-1.76E-06,-1399,11395,11648,-1026,,-0.21859375,1.78046875,-0.00064125
621,-1.76E-06,-895,11775,11774,-1279,,-0.13984375,1.83984375,-0.000799375
622,-1.76E-06,-1277,11645,11648,-640,,-0.19953125,1.81953125,-0.0004
623,-1.75E-06,-1153,11261,11648,131,,-0.18015625,1.75953125,0.000081875
624,-1.75E-06,-1024,11138,11519,120,,-0.16,1.7403125,0.000075
625,-1.75E-06,-1024,11393,11520,-771,,-0.16,1.78015625,-0.000481875
626,-1.75E-06,-1409,11391,11392,-511,,-0.22015625,1.77984375,-0.000319375
627,-1.75E-06,-274,11139,11391,-512,,-0.0428125,1.74046875,-0.00032
628,-1.74E-06,-384,11007,11648,-259,,-0.06,1.71984375,-0.000161875
629,-1.74E-06,-902,11395,11391,-259,,-0.1409375,1.78046875,-0.000161875
630,-1.74E-06,-1021,11773,11520,-642,,-0.15953125,1.83953125,-0.00040125
631,-1.74E-06,-633,11130,11520,-639,,-0.09890625,1.7390625,-0.000399375
632,-1.74E-06,-516,10879,11650,-510,,-0.080625,1.69984375,-0.00031875
633,-1.73E-06,-768,11008,12160,-256,,-0.12,1.72,-0.00016
634,-1.73E-06,-512,11135,11780,-384,,-0.08,1.73984375,-0.00024
635,-1.73E-06,-638,11136,11520,-256,,-0.0996875,1.74,-0.00016
636,-1.73E-06,-895,11136,12164,-515,,-0.13984375,1.74,-0.000321875
637,-1.73E-06,-1023,11265,11636,-511,,-0.15984375,1.76015625,-0.000319375
638,-1.72E-06,-1152,11262,10881,-512,,-0.18,1.7596875,-0.00032
639,-1.72E-06,-1152,11136,11904,-512,,-0.18,1.74,-0.00032
640,-1.72E-06,-897,11264,11012,-512,,-0.14015625,1.76,-0.00032
641,-1.72E-06,-895,11520,11518,0,,-0.13984375,1.8,0
642,-1.72E-06,-763,11134,11136,-640,,-0.11921875,1.7396875,-0.0004
643,-1.71E-06,-516,11012,11649,-1152,,-0.080625,1.720625,-0.00072
644,-1.71E-06,-1031,11391,11394,-887,,-0.16109375,1.77984375,-0.000554375
645,-1.71E-06,-1023,11007,12032,1,,-0.15984375,1.71984375,0.000000625
646,-1.71E-06,-1019,11265,11387,-642,,-0.15921875,1.76015625,-0.00040125
647,-1.71E-06,-510,11264,11515,-256,,-0.0796875,1.76,-0.00016
648,-1.70E-06,-380,11391,11648,-640,,-0.059375,1.77984375,-0.0004
649,-1.70E-06,-768,11388,11392,-768,,-0.12,1.779375,-0.00048
650,-1.70E-06,-639,11136,11651,-383,,-0.09984375,1.74,-0.000239375
651,-1.70E-06,-1022,11397,11904,-514,,-0.1596875,1.78078125,-0.00032125
652,-1.70E-06,-1153,11387,11775,-384,,-0.18015625,1.77921875,-0.00024
653,-1.69E-06,-898,11136,11904,-383,,-0.1403125,1.74,-0.000239375
654,-1.69E-06,-897,11773,11902,-128,,-0.14015625,1.83953125,-0.00008
655,-1.69E-06,-638,11261,12286,-381,,-0.0996875,1.75953125,-0.000238125
656,-1.69E-06,-649,11008,11387,129,,-0.10140625,1.72,0.000080625
657,-1.69E-06,-1025,11265,11523,-526,,-0.16015625,1.76015625,-0.00032875
658,-1.68E-06,-898,11265,11520,-767,,-0.1403125,1.76015625,-0.000479375
