,CH1,CH2,CH3,CH4
0,2,9714,18671,-170
1,-238,9738,18300,-495
2,-260,9850,18580,136
3,-255,9472,18689,-270
4,-256,9346,18682,-384
5,-256,9604,18433,-384
6,-381,9725,18436,-254
7,-509,9167,18687,-384
8,129,8598,18307,127
9,-120,9776,18950,-404
10,-390,9827,18393,-375
11,-4,9584,18602,-257
12,-127,9328,18767,-254
13,-255,9086,18170,-405
14,-512,9221,18732,-1019
15,-512,9346,18809,-251
16,-384,9476,18675,-256
17,133,9605,18296,-261
18,-633,9731,18184,-648
19,-144,9723,18566,252
20,-105,9447,18420,-649
21,-508,9220,18437,34
22,-274,9606,18426,-423
23,-125,9474,18304,-380
24,-257,9598,18438,-384
25,-127,9377,18431,-386
26,-371,9207,18313,-141
27,-290,9565,18171,-228
28,118,9965,18662,-529
29,-108,9894,18699,105
30,-265,9471,18308,-114
31,126,9596,18556,-512
32,-256,9077,18692,-253
33,-378,9363,18430,-260
34,-275,9725,18558,-507
35,-647,9209,18558,-4
36,-190,9217,18433,-244
37,-27,9076,18556,-651
38,-543,8981,18810,-5
39,-353,10033,18693,-126
40,-157,9827,18305,129
41,-775,9592,18435,208
42,-204,9460,18429,-763
43,125,9489,18578,8
44,-148,9990,18815,-954
45,-244,9572,18433,-604
46,31,9087,18691,-135
47,-46,9472,18047,-774
48,-506,9603,18431,-380
49,34,9727,18176,-262
50,-23,9596,18816,-777
51,-117,9599,18290,-482
52,-27,9467,18440,-143
53,-521,9337,18300,-673
54,-238,9223,18437,-495
55,-247,9728,18690,-263
56,2,9253,18687,-385
57,-275,8683,18438,-127
58,-252,9806,18162,-630
59,-256,9873,18678,-515
60,-270,9732,18448,0
61,137,9599,18429,-255
62,-533,9724,18425,128
63,105,9727,18564,-237
64,-365,9736,18423,-525
65,101,9358,18945,132
66,-347,9232,18316,-860
67,-399,8940,18551,-938
68,-130,9582,18315,-261
69,-252,9472,18423,-624
70,-266,9721,18557,-643
71,-129,9608,18690,125
72,-244,9340,18430,-268
73,-157,9472,18302,-238
74,134,9857,18175,128
75,-333,9728,18304,-260
76,-546,9726,18432,-259
77,252,9221,18431,-894
78,-245,9465,18432,-642
79,-129,9470,18559,-517
80,-508,9475,18560,-896
81,-266,9600,18685,-504
82,-257,9462,18430,-141
83,-136,9358,18564,-1035
84,-112,9986,18555,-629
85,-506,9607,18433,-130
86,-393,9590,18560,-389
87,-258,9727,18308,-518
88,-256,9487,18422,-144
89,-365,9227,18547,135
90,-664,9312,18690,-232
91,-40,9863,18558,-281
92,-390,9221,18793,266
93,-937,9589,18827,-490
94,-219,9352,18569,-267
95,-108,9468,18552,-380
96,-512,9342,18577,-352
97,-252,9587,18299,-704
98,-381,9722,18680,350
99,9,9849,18449,-298
100,2,9753,18536,-427
101,-17,9214,18940,-138
102,-518,9727,18700,-123
103,-244,9470,18560,-133
104,-133,9729,18305,-2
105,-381,9600,18312,-239
106,11,9728,18432,-648
107,-138,9728,18304,-135
108,-124,9725,18559,-501
109,-126,9859,18558,-401
110,-142,9471,18688,-128
111,-249,9600,18560,-255
112,-131,9473,18559,-251
113,-255,9729,18433,-762
114,-126,9474,18560,-766
115,-263,9215,18432,-256
116,-252,9470,18697,-640
117,-261,9466,18813,-275
118,-247,9726,18562,-223
119,9,9596,18426,-760
120,-151,9850,18569,-528
121,-512,9613,18296,-627
122,-130,9458,18690,-636
123,3,9727,18192,-660
124,-126,9480,18420,-248
125,-3,9685,18318,-870
126,0,9883,18171,-666
127,-511,9475,18309,-414
128,-413,9643,18141,-1
129,-142,8981,18942,-363
130,10,9079,18310,-395
131,-369,9213,18703,-267
132,-397,9476,17922,-250
133,-250,9469,18801,-773
134,-385,9476,18430,129
135,-165,9606,18432,-388
136,-1,9597,18428,-748
137,-109,9464,18301,128
138,-374,9348,18305,-893
139,-384,9467,18433,-768
140,-390,9353,18555,123
141,-126,9987,18688,-255
142,-385,9593,18689,-130
143,-12,9717,18945,-258
144,-120,9356,18559,-254
145,-259,9997,18684,-262
146,-246,9564,18435,-389
147,-386,9483,18672,-383
148,-150,9727,18177,-529
149,-110,9474,18821,-637
150,-280,9476,18562,11
151,367,9470,18170,266
152,-74,9476,18815,-770
153,-139,9988,18054,-256
154,-135,9844,18425,-642
155,-2,9469,18560,-244
156,-120,9089,18561,-267
157,77,9475,18305,-386
158,310,9483,18559,-514
159,-477,9325,18177,-646
160,-295,9620,18427,-643
161,-267,9208,18313,-142
162,-381,9718,18180,-231
163,-248,9345,18172,-640
164,-260,9462,18688,2
165,-248,9853,18432,-674
166,-141,9317,18686,-762
167,-509,9091,18301,-468
168,17,9487,18561,-15
169,-292,9857,18302,-529
170,-356,9217,18702,-388
171,-2,9600,18818,-909
172,-263,9217,18814,-626
173,31,9603,18428,252
174,-32,9472,18559,-671
175,-98,9588,18298,-599
176,111,9213,18445,-414
177,-272,9626,18417,-885
178,49,9567,18320,-376
179,79,9086,18827,-790
180,-255,9484,18542,-638
181,18,9599,18285,-761
182,-153,9471,18068,-379
183,-101,9348,18941,-512
184,-28,9733,18435,-251
185,-389,9453,18559,-252
186,-265,9097,18170,-140
187,-359,9624,18307,-522
188,-25,9454,18305,-373
189,-659,9345,18562,-532
190,-369,9471,18562,-772
191,-519,9353,18433,-130
192,-392,9332,18319,-500
193,-653,9741,18030,-515
194,-410,9327,18653,-306
195,-366,9861,18562,181
196,-538,8951,18176,-1157
197,-122,9626,18428,265
198,-605,9331,18687,-433
199,-432,9610,18555,-748
200,-7,9461,18556,-119
201,-120,9600,18430,-803
202,-256,10237,18569,-1157
203,-254,9460,18561,385
204,-385,9609,18177,-757
205,4,9730,18689,-256
206,127,9862,18558,-125
207,-251,9845,18691,-390
208,-390,9439,18546,-239
209,-129,9211,18576,130
210,-256,9509,18829,-4
211,-129,9978,18654,-144
212,-128,9466,18434,-786
213,-3,9597,18557,-767
214,-384,9218,18433,-767
215,-131,9596,18558,-386
216,-254,9081,18434,-770
217,-130,9491,18694,-255
218,-366,9595,18388,-780
219,-521,9462,18067,-483
220,-37,9083,18838,-538
221,396,9213,18529,-768
222,-377,9215,18326,-512
223,-142,9437,18949,-387
224,-361,9619,18699,-118
225,-513,9112,18808,-617
226,-413,9186,18950,-530
227,-126,9458,18695,-385
228,-266,9469,18566,-624
229,255,9345,18431,-1024
230,-256,9609,18557,133
231,-125,9721,18425,-394
232,-264,9337,18172,-627
233,-116,9215,18947,-5
234,-154,9220,18570,-242
235,-385,9473,18298,-775
236,-94,9209,18809,-135
237,131,9392,18563,-250
238,-22,9998,18560,-512
239,-260,9686,18437,-264
240,-111,9334,18677,-635
241,-149,9352,18176,-264
242,-503,9608,18818,-621
243,26,9590,18811,271
244,-158,9215,18692,-273
245,-258,9344,18432,-640
246,-251,9988,18812,-384
247,-268,9445,18688,-383
248,-378,9099,18560,-126
249,-113,9485,18549,-111
250,-147,9327,18172,242
251,-244,9219,18438,-573
252,3,9475,18431,-630
253,18,9472,18564,-372
254,216,9465,18814,-256
255,-536,9605,18432,-383
256,32,9235,18697,-512
257,252,9094,18175,-385
258,-379,9059,18566,-256
259,100,9600,17933,-373
260,251,9330,18398,256
261,-573,9971,18565,-364
262,-360,9503,18308,-649
263,148,9203,18297,-135
264,-365,9468,18678,-358
265,-265,9233,18699,-675
266,-373,9330,18555,247
267,-387,9595,18693,-360
268,-262,9608,18432,-386
269,-249,9094,18563,133
270,-376,9492,18304,-660
271,-386,9984,18691,-744
272,-381,9207,18555,-126
273,-389,9216,18559,-515
274,-264,9344,18432,-256
275,-131,9329,18820,-508
276,-123,9850,18942,-641
277,-380,9595,18435,-253
278,-386,9478,18560,-256
279,-266,9728,18419,-130
280,-128,9601,18179,-515
281,-386,9721,18697,-251
282,-13,9344,18547,-388
283,-241,9725,18308,-508
284,-521,9477,18814,-256
285,-131,9599,18449,-507
286,-265,9361,18276,-396
287,246,9320,18829,-128
288,-201,9843,18186,-256
289,-407,9502,18665,-126
290,-247,8961,18428,-270
291,-394,9443,18819,24
292,-145,9623,18199,-769
293,-250,9077,18413,228
294,-256,9818,18440,-394
295,-253,9641,18431,-1059
296,-130,9198,18541,-318
297,-254,9842,18834,109
298,12,9499,18299,166
299,-9,9338,18815,-367
300,-128,9728,18077,-260
301,-133,9331,18176,-387
302,-386,8962,18558,-127
303,-252,9597,18557,-385
304,-123,9726,18689,-7
305,4,9216,18815,-247
306,-11,9467,18561,-257
307,-129,9471,18437,-378
308,-142,9600,18303,-388
309,-409,9600,18432,-261
310,-359,9337,18305,-249
311,-119,8964,18691,-764
312,-281,9473,18425,-509
313,-223,9088,18571,6
314,241,9722,18814,-380
315,-410,9726,18555,-1030
316,-93,9979,18559,-308
317,-24,9742,18560,-223
318,-517,9609,18562,-775
319,-255,9465,18552,-180
320,-512,9856,18694,-118
321,-263,9483,18435,-244
322,-378,9593,18675,-509
323,-514,9477,18699,-386
324,-128,9593,18437,-401
325,-128,9486,18431,100
326,-138,9477,18434,-72
327,-121,9351,18431,-608
328,-264,9221,18433,-704
329,1,9212,18426,370
330,-261,9606,18558,-375
331,127,9594,18437,-646
332,-349,9465,18304,-256
333,-169,9492,18432,-642
334,-114,9714,18693,-757
335,-136,9075,18683,-113
336,-112,9493,18428,-126
337,-381,9724,18306,-640
338,-258,9337,18556,-146
339,-262,9217,18437,128
340,-5,9349,18176,-126
341,-120,9482,18558,-263
342,-136,9589,18689,-779
343,17,9349,18924,-619
344,-390,9597,18035,-376
345,108,9205,18463,-395
346,20,9355,18417,-495
347,-120,9474,18304,-260
348,-368,9218,18559,-767
349,-406,9604,18562,-257
350,-142,9598,18431,-769
351,-235,9469,18429,-512
352,-386,9348,18688,-384
353,-368,9601,18558,-522
354,-524,9599,18817,-758
355,-262,9600,18301,-247
356,-395,9603,18565,-128
357,-23,9582,18691,-142
358,-98,9967,18300,-517
359,-111,9872,18689,373
360,105,9849,18308,-344
361,-538,9858,18683,-640
362,-372,9351,18685,10
363,-255,9352,18298,-438
364,-124,9598,18304,-859
365,-130,9192,18317,254
366,-262,8968,18696,-810
367,-247,9470,18403,-205
368,-125,9470,18329,-414
369,-130,9856,18940,-766
370,36,9857,18303,-378
371,84,9725,18829,-264
372,-564,9463,18565,-501
373,-301,9495,18449,4
374,110,9710,18936,-550
375,-421,9070,18281,-772
376,-372,9369,18440,-603
377,-211,9469,18447,-122
378,-28,9338,18670,-394
379,-388,9216,18036,-249
380,57,9474,18457,-260
381,-75,9733,18815,-254
382,-638,9851,18689,-129
383,-95,9331,18686,-399
384,-149,9223,18432,-492
385,-251,9491,18555,-131
386,-125,9592,18174,-526
387,-116,9473,18567,-381
388,-16,9726,18816,-512
389,-444,9493,18564,-385
390,-482,9205,18318,-505
391,-246,9734,18040,-529
392,-372,9106,18411,-135
393,-391,9463,18431,-591
394,-268,9590,18558,-1044
395,-142,9484,18818,7
396,-111,9724,18421,-294
397,-273,9189,18715,-888
398,10,9107,18790,-103
399,-505,9600,18156,-277
400,-131,9213,18338,-768
401,130,9474,19071,-255
402,-128,9352,18552,-376
403,0,9714,18560,-640
404,-256,9230,18689,129
405,-255,9985,18686,-653
406,-388,9337,18692,-110
407,-4,9697,18677,-264
408,-127,8836,18562,-122
409,-385,9739,18693,-273
410,128,9337,18384,-630
411,-517,9733,18068,4
412,-128,9589,18568,-258
413,124,9342,18301,-511
414,138,9339,18435,-8
415,-385,9082,18297,124
416,-6,9234,18313,-278
417,-363,9477,18432,-635
418,-273,9603,18441,-382
419,-6,9600,18545,-645
420,-118,9475,18185,-640
421,-638,9562,18823,-772
422,-163,9976,18689,-141
423,27,9642,18820,-485
424,-376,9321,18425,-418
425,-142,9613,18935,116
426,-124,9078,18590,-112
427,-252,9221,18427,-384
428,-256,9477,18821,125
429,-131,9737,18172,-1162
430,-395,9986,18431,-1001
431,-241,9713,18307,-260
432,-129,8957,18943,-250
433,-122,9487,18437,-511
434,-154,9591,18676,-511
435,-372,9338,18563,-640
436,3,9333,18432,-382
437,-258,9242,18563,1
438,18,9582,18554,-265
439,-6,9100,18576,-398
440,14,10004,18815,-644
441,100,9712,18306,-371
442,-242,9728,18815,-258
443,122,9856,18303,-650
444,-420,9963,18687,-896
445,-228,9078,18304,-376
446,-136,9496,18560,-132
447,-260,9311,18430,-386
448,-255,8975,18560,-103
449,-256,9604,18433,-22
450,63,9210,18691,-391
451,493,9216,18689,-239
452,-152,8957,18815,-255
453,134,9447,18562,-641
454,-269,9612,18557,-135
455,-125,9351,18559,-382
456,127,9450,18566,-640
457,5,9610,18434,-631
458,72,9346,18549,-127
459,285,9707,18569,-241
460,-95,9755,18181,-649
461,-127,8970,18294,-2
462,-254,9438,18680,-736
463,-129,9600,18697,-923
464,-254,9727,18559,-391
465,-129,9602,18682,-509
466,-251,9478,18566,-385
467,-250,9091,18167,-258
468,-389,9489,18687,-268
469,-43,9984,18047,-626
470,165,9725,18846,131
471,-369,9728,18683,-523
472,-143,9343,18176,-642
473,-127,9466,18565,-896
474,-124,9470,18687,-388
475,-383,9470,18435,122
476,-136,9347,18304,-641
