,CH1,CH2,CH3,CH4
0,-512,-128,0,-386
1,-394,0,-255,-767
2,-127,-128,-256,-768
3,-384,-1,-384,-639
4,-256,-256,-127,-512
5,-512,127,-2,-640
6,-386,-384,-257,-384
7,-381,128,-128,-514
8,-512,-383,-134,-773
9,-253,254,384,-256
10,-262,125,-258,-768
11,-377,-1,-124,-899
12,3,-128,1,-1150
13,-128,0,-2,-383
14,0,127,-257,-897
15,-515,262,-256,-261
16,127,0,-256,-768
17,-382,382,0,-1024
18,-512,-265,-1,-891
19,-515,-380,-255,-645
20,-132,1,0,-1023
21,-257,-126,-256,-257
22,-385,-128,128,-768
23,-384,0,-258,-892
24,-384,-128,-127,-510
25,-385,130,-257,-640
26,-382,126,-128,-512
27,-255,-1,-128,-898
28,-255,0,-253,-1025
29,-257,-4,-512,-384
30,-128,-514,0,-130
31,0,-119,-267,-903
32,-386,125,-642,-893
33,2,-385,-384,-128
34,-512,-3,127,-891
35,-381,-1,-256,-644
36,-385,257,1,-639
37,-383,381,0,-514
38,-255,-5,-1,-1028
39,-257,-126,-257,-894
40,-256,512,-256,-767
41,-127,6,-129,-642
42,-511,0,0,-386
43,-513,4,-130,-901
44,-384,252,-256,-763
45,0,-514,-257,-510
46,-126,2,-383,-513
47,-508,0,-1,-768
48,-502,-131,-254,-639
49,257,385,-127,-1152
50,-397,120,-1,-1280
51,-245,-379,-387,-1149
52,1,255,-383,-638
53,-129,-642,-254,-640
54,-253,-140,1,-510
55,-387,382,-256,-1152
56,0,251,-128,-512
57,-383,-5,-259,-389
58,-259,-126,-383,-901
59,258,130,5,-767
60,-378,128,256,-512
61,-126,-130,-255,-641
62,-395,-2,0,-763
63,-374,-641,-257,-122
64,134,-243,1,-267
65,-136,384,-128,-771
66,-384,-256,0,-763
67,-138,384,-255,-512
68,4,-384,-257,-1023
69,-385,3,-256,-768
70,127,510,-128,-895
71,-126,-388,-259,-382
72,-512,-382,-255,-256
73,-265,126,0,-768
74,-2,133,128,-514
75,-258,0,0,-768
76,-123,382,3,-639
77,-133,-135,255,-1033
78,-645,6,-258,-1397
79,-504,512,-257,-127
80,1,0,-511,-899
81,-252,127,-2,-256
82,-256,-129,0,-898
83,-256,1,-1,-510
84,-257,128,-129,-902
85,-383,130,-128,-896
86,-512,512,-128,-894
87,-383,257,128,-512
88,-130,128,-1,-765
89,-518,1,256,-768
90,-377,128,-3,-636
91,-255,-5,0,-515
92,-259,-256,-128,-1281
93,-384,384,0,-768
94,-132,-245,-127,-768
95,-252,-255,-383,-512
96,-512,-1,-384,-768
97,-386,-260,-256,-512
98,-380,-126,-383,-898
99,-518,384,128,-767
100,119,256,-129,-896
101,128,389,258,-773
102,-129,-1,-380,-641
103,0,381,-256,-767
104,-259,130,-128,-1025
105,-252,-130,-253,-515
106,128,125,-387,-636
107,-377,12,3,-653
108,-134,-260,-386,-252
109,0,383,256,-1020
110,-127,-128,0,-1024
111,-381,385,-256,-1155
112,-388,-381,0,-258
113,-256,-8,-254,-647
114,-384,13,-254,9
115,-246,-383,-257,-1280
116,252,-384,0,-900
117,-389,-253,-512,-256
118,2,257,-127,-262
119,129,128,-128,-1152
120,-126,0,-258,-263
121,-126,125,127,-510
122,-384,256,-128,-768
123,-128,-128,-127,-512
124,-383,384,256,-637
125,-131,0,-128,-129
126,-128,-386,-516,-764
127,-129,379,-1,-645
128,-259,0,-384,-638
129,-380,0,0,-772
130,-129,0,-3,-385
131,-384,256,-257,-1024
132,-128,129,-128,-896
133,-377,-1,-129,-907
134,-386,127,127,-130
135,-384,0,-126,-635
136,-259,0,-384,-638
137,-7,-129,-256,-1154
138,133,-128,-515,-1153
139,-248,-513,126,-1026
140,-256,-6,-252,-777
141,-253,-1,-128,128
142,-131,256,-128,-1024
143,-516,0,-129,-1025
144,-251,-128,-385,-1150
145,-259,0,-384,-384
146,-384,-1,129,-1152
147,-258,129,-382,-769
148,-255,-128,-1,-1153
149,-383,-1,-131,-514
150,-258,-256,-256,-768
151,129,1,-127,-385
152,-379,1,0,-639
153,-384,-382,-253,-766
154,-637,-130,-512,-1024
155,4,-1,-256,-512
156,-394,0,0,0
157,-504,128,-1,-647
158,384,-1,-256,-770
159,-509,1,-128,-1024
160,-515,-254,-3,-770
161,-636,-129,130,-512
162,-772,0,-514,-514
163,-128,-383,-383,-896
164,-380,256,-127,-896
165,-385,-385,-128,-384
166,-256,126,-130,-636
167,-386,132,-1,-644
168,-382,-1,-127,-386
169,-126,385,-385,-510
170,-130,384,-384,-898
171,-257,511,-254,-516
172,-256,-123,128,-757
173,-252,-264,-378,-1294
174,-385,256,-515,-256
175,-132,-4,-3,-1027
176,-125,132,127,-1023
177,-382,513,-128,-767
178,-390,254,1,-770
179,2,1,-384,-1152
180,-387,-126,-3,-129
181,-126,0,-128,-1028
182,-129,256,-127,-1024
183,-128,128,127,-895
184,-260,383,-385,-769
185,-512,386,-129,-1155
186,-262,-129,-126,-131
187,-128,256,-257,-883
188,-255,0,-256,-1029
189,-512,129,-512,-387
190,-386,126,-253,-256
191,-2,-256,1,-1021
192,-125,127,0,-1026
193,-257,6,-131,-905
194,-254,-130,128,-385
195,-129,384,-384,-640
196,-387,-131,-124,-512
197,-384,0,-1,-642
198,-384,-128,-256,-896
199,-257,126,-254,-641
200,-383,129,-513,-640
201,-386,-258,-256,-769
202,-256,-256,-384,-768
203,-384,-128,-128,-642
204,-385,-257,-256,-1025
205,-385,-384,0,-770
206,-386,-259,-383,-1405
207,-510,-1,-128,-896
208,-123,-128,-384,-640
209,-263,128,-122,-644
210,-250,1,125,-896
211,-2,384,-256,-513
212,-384,-255,-1,-1025
213,-258,122,-384,-384
214,-258,-129,0,-1280
215,129,1,-128,-1407
216,-639,5,-128,-1273
217,-131,384,-126,-638
218,-509,-260,128,-768
219,-255,-516,-256,-512
220,-258,0,-512,-896
221,-391,-131,0,-1017
222,-638,-641,-388,-515
223,-248,-251,-124,-1154
224,-261,-3,-1,-505
225,-385,-256,-256,-643
226,-385,125,-3,-1284
227,-511,512,0,-384
228,-640,252,-256,-1025
