,CH1,CH2,CH3,CH4
0,-129,0,-896,0
1,-384,0,-896,-127
2,-259,-129,-897,-380
3,-260,0,-639,-397
4,111,-131,-1144,371
5,254,127,-1153,128
6,-262,0,-896,-128
7,-257,128,-768,0
8,-383,-131,-1153,-384
9,-127,-256,-896,128
10,-128,-133,-895,-127
11,-249,128,-1024,1
12,-512,-128,-1024,-384
13,-384,-128,-1024,642
14,-512,0,-897,250
15,-385,-128,-1152,-2
16,-384,-128,-1024,-258
17,-262,-131,-1279,-126
18,-1,0,-1152,-385
19,-388,-512,-1152,-2
20,-247,-384,-1154,-129
21,-2,0,-1022,-128
22,-258,128,-512,-253
23,-257,0,-894,-391
24,-389,3,-1027,250
25,-5,-384,-769,134
26,-125,259,-896,-128
27,-255,-1,-1279,1
28,-260,128,-1283,127
29,-124,0,-1024,129
30,-385,-1,-1026,-129
31,-128,-128,-768,128
32,-256,-128,-1024,0
33,-132,384,-767,-128
34,-505,-131,-770,1
35,130,-384,-1280,256
36,-388,-129,-1158,128
37,-126,0,-766,-126
38,-381,0,-1279,-258
39,-386,0,-1019,-1
40,-131,1,-898,0
41,0,254,-1409,0
42,-255,-383,-1152,-129
43,-132,-5,-1023,254
44,-128,-128,-1025,4
45,2,2,-768,-128
46,127,255,-768,256
47,-133,-2,-642,124
48,-385,-1,-1152,0
49,-382,-128,-768,127
50,-256,-129,-1024,-127
51,-509,-254,-641,-128
52,-392,-640,-898,-128
53,129,130,-1024,0
54,-256,-1,-767,-256
55,126,-128,-768,128
56,0,0,-894,260
57,129,-125,-1024,-253
58,-254,-256,-898,122
59,125,-127,-642,511
60,-514,0,-1282,390
61,3,-127,-637,-256
62,-257,-383,-511,250
63,-256,-141,-1024,257
64,-240,384,-516,384
65,-772,-134,-639,127
66,123,-254,-769,128
67,-377,0,-898,126
68,-383,1,-898,-384
69,-393,256,-383,128
70,380,-118,-1151,1
71,-266,-384,-512,-256
72,-381,-127,-897,1
73,-259,0,-768,-1
74,-510,128,-769,-129
75,6,-126,-1025,-130
76,-5,-512,-517,255
77,-264,-256,-762,5
78,130,-128,-1024,-4
79,-384,127,-512,511
80,0,-128,-901,256
81,-384,256,-1024,0
82,-3,1,-770,126
83,-248,-128,-510,-117
84,-255,-128,-1024,-388
85,-2,-127,-1024,768
86,-516,129,-767,0
87,-249,-2,-897,-1
88,-3,-256,-1024,-128
89,-384,-1,-901,-1
90,-132,0,-639,0
91,-255,0,-896,0
92,-129,0,-640,127
93,-128,-1,-899,-128
94,-127,-129,-767,386
95,-381,-129,-512,509
96,-640,-253,-767,-385
97,-381,-513,-514,384
98,-127,-127,-386,-128
99,-128,-127,-898,-128
100,-129,128,-637,-256
101,-259,0,-901,0
102,-252,-256,-1149,-257
103,0,-6,-641,126
104,-377,128,-1024,-128
105,-386,-6,-1024,0
106,0,-257,-640,-126
107,-382,4,-1026,125
108,-644,255,-896,-255
109,-7,-124,-1024,382
110,-129,-256,-768,256
111,-126,0,-897,-130
112,-137,-258,-768,134
113,-647,-255,-898,384
114,-509,-257,-767,124
115,-510,-384,-512,-129
116,-256,-258,-509,1
117,-383,-2,-896,-128
118,-257,-257,-640,258
119,-256,4,-898,510
120,-256,-1,-769,-3
121,-128,-257,-1024,-255
122,-252,-259,-769,385
123,-256,0,-767,-380
124,-2,-256,-1026,4
125,-387,4,-1152,0
126,-122,-4,-640,124
127,0,-256,-1026,-256
128,-1,128,-1024,129
129,-128,-379,-898,-1
130,-128,-256,-640,259
131,-129,-129,-1025,252
132,1,-129,-767,-132
133,-384,2,-1025,-126
134,-256,256,-895,0
135,-511,0,-768,0
136,-514,-127,-896,1
137,-254,-255,-897,-256
138,-259,130,-1026,-256
139,-384,-4,-1280,-255
140,-385,-128,-1152,130
141,-514,128,-1150,255
142,-382,-128,-769,256
143,-3,127,-1023,128
144,124,-5,-1151,-128
145,259,-258,-766,-126
146,-767,-124,-898,261
147,-130,0,-1151,383
148,-377,0,-768,-2
149,-521,-130,-895,1
150,-128,127,-1153,258
151,-523,-257,-1150,124
152,-499,-125,-896,-130
153,2,-129,-1026,-127
154,-257,-256,-896,-130
155,3,255,-767,-128
156,-120,0,-897,380
157,-384,-385,-640,512
158,-258,-127,-770,126
159,-129,-1,-1027,-1
160,-129,-384,-1023,0
161,2,-2,-640,-128
162,-386,-2,-1022,128
163,-129,256,-1280,-128
164,-513,122,-1151,132
165,13,-129,-1021,251
166,119,3,-769,-256
167,-642,-2,-1281,258
168,-124,-512,-895,128
169,-385,-132,-897,384
170,-262,-127,-768,-4
171,0,254,-897,-259
172,-383,-513,-895,-247
173,-255,5,-641,254
174,-1,0,-1024,-259
175,2,-127,-1155,128
176,-129,-256,-897,133
177,-127,1,-896,-256
178,-134,0,-763,259
179,-386,131,-516,-2
180,-255,256,-1023,-257
181,-254,-256,-384,-256
182,-129,-5,-895,3
183,-387,0,-641,-256
184,-2,-2,-640,643
185,-254,-255,-640,256
186,-129,0,-897,127
187,-256,-256,-768,-129
188,-128,-131,-1280,0
189,-258,-1,-904,118
190,0,-126,-769,514
191,-129,-257,-640,-253
192,-256,-128,-894,-257
193,-126,-256,-1154,-128
194,-130,-3,-895,-128
195,-384,5,-1156,-7
196,-391,-255,-643,129
197,-128,-130,-896,-1
198,-381,128,-768,129
199,-384,1,-1022,-255
200,-388,-129,-257,-131
201,-4,-1,-765,-2
202,-361,-7,-517,126
203,-639,256,-767,0
204,7,-2,-896,-129
205,-132,131,-512,128
206,-128,255,-1154,126
207,-128,0,-896,-128
208,-129,-129,-767,-128
209,-123,-2,-1023,-257
210,-382,0,-1024,0
211,-384,-257,-767,639
212,-386,-255,-641,-135
213,128,0,-896,-127
214,-127,-384,-769,256
215,126,-3,-1019,2
216,-130,-128,-1151,126
217,-254,128,-768,3
218,3,256,-644,-127
219,-135,0,-1025,256
220,-383,-1,-768,259
221,-257,125,-1023,-124
222,-510,130,-1156,-8
223,-383,-256,-769,387
224,-514,-126,-1024,-128
225,-130,-129,-640,257
226,-257,-384,-1023,128
227,-4,-2,-644,128
228,-125,5,-764,3
229,-129,-256,-1024,-128
230,-387,0,-1024,384
231,-385,0,-1152,-3
232,-379,-129,-1023,-255
233,6,-128,-768,256
234,-5,1,-894,-128
235,-384,-384,-899,384
236,-255,0,-767,-381
237,-514,-1,-1282,-129
238,126,-130,-893,-256
239,-128,-511,-640,381
240,128,126,-896,385
241,-252,-114,-1155,4
242,-128,-641,-769,-385
243,-255,4,-1024,0
244,0,-3,-640,128
245,-260,0,-897,252
246,-253,-1,-896,-128
247,-2,-129,-1024,255
248,-257,129,-1155,-383
249,254,-255,-768,-128
250,-372,-256,-1153,-1
251,-771,-129,-896,-384
252,-256,-383,-1024,0
253,-126,258,-768,-256
254,-2,258,-765,-130
255,383,-254,-1022,0
256,251,-2,-898,-1
257,-258,129,-641,128
258,-125,256,-1027,-125
259,-260,128,-895,-258
260,-512,-128,-638,-2
261,-128,-129,-1536,-2
262,-251,-128,-647,256
263,-257,-125,-894,126
264,-255,255,-1152,-129
265,-259,-131,-893,0
266,1,0,-895,-130
267,-258,0,-1281,-384
268,131,1,-643,-2
269,-386,0,-1024,126
270,2,127,-1025,-383
271,-260,-256,-1153,387
272,-255,-130,-1151,510
273,-253,254,-897,3
274,-2,258,-1022,-259
275,-257,0,-1025,0
276,124,0,-1024,-130
277,-126,-1,-1152,383
278,-512,-257,-895,128
279,-385,-128,-1025,-128
280,-253,-256,-1024,126
281,-513,-257,-1153,3
282,-126,-256,-1024,-1
283,-3,-256,-1152,128
284,-389,-257,-893,-128
285,-380,-126,-898,1
286,-129,256,-1280,128
287,-384,0,-1158,1
288,-263,129,-769,-256
289,-2,-258,-896,258
290,128,-255,-897,255
291,-128,1,-1027,1
292,-385,129,-1280,385
293,-2,255,-1024,253
294,-250,5,-1023,-257
295,-384,-512,-898,256
296,-384,-125,-640,128
297,-252,-128,-896,-512
298,5,-128,-641,4
299,-136,0,-895,-128
300,-511,-130,-512,125
301,-128,379,-896,517
302,-381,126,-640,-128
303,-257,-5,-640,131
304,-127,-255,-641,-3
305,-512,1,-899,2
306,-130,-258,-1024,257
307,-256,-389,-640,385
308,-129,384,-640,0
309,-380,-2,-1024,4
310,133,1,-636,255
311,-273,0,-772,-2
312,-371,0,-1025,130
313,-8,-130,-896,-2
314,-642,-385,-1023,-259
315,-131,0,-1152,256
316,-384,-387,-1280,-255
317,-128,-125,-634,644
318,-128,0,-903,254
319,-130,384,-1152,127
320,5,2,-515,127
321,-384,1,-510,3
322,-256,-256,-1155,-254
323,-383,131,-1152,128
324,-126,-3,-1023,-126
325,-260,-129,-896,385
326,-384,-128,-1024,-1
327,-256,-255,-513,126
328,-127,-256,-1024,512
329,-256,-129,-1018,122
330,-128,-257,-775,0
331,-256,-128,-1664,132
332,-256,-128,-638,384
333,-128,0,-1149,128
334,-382,1,-896,385
335,-380,-129,-1280,-256
336,-128,-129,-895,-128
337,-389,5,-898,128
338,-380,382,-896,-1
339,-254,-387,-895,2
340,-127,-262,-894,257
341,0,-2,-1280,-256
342,-3,128,-1022,-128
343,130,126,-641,132
344,-510,-4,-897,639
345,-385,-127,-767,125
346,-384,0,-768,0
347,-263,-126,-640,256
348,0,-256,-769,123
349,-3,-128,-895,-127
350,4,-258,-897,129
351,-12,-256,-1153,-1
352,-647,-128,-1024,130
353,-375,0,-892,0
354,125,-128,-1282,-386
355,-123,-383,-639,256
356,-261,129,-896,127
357,129,-129,-641,-1
358,-509,0,-1025,0
359,-769,-128,-896,-128
360,-523,-6,-769,-262
361,0,256,-639,256
362,-260,-7,-1027,-258
363,-254,-260,-1023,259
364,-255,-381,-895,125
365,-130,129,-769,128
366,-253,0,-1023,129
367,128,-257,-512,128
368,-250,0,-1023,-257
369,-385,-128,-768,134
370,-129,0,-1025,386
371,-257,1,-1024,381
372,-384,256,-896,129
373,-257,128,-768,256
374,-385,256,-769,-127
375,-507,-7,-641,0
376,-1,-511,-899,-2
377,-518,261,-895,1
378,-115,256,-768,256
379,-2,128,-768,0
380,-128,-380,-640,-255
381,-5,-256,-894,-128
382,256,-256,-1151,257
383,-124,4,-640,128
384,-512,127,-1025,-1
385,-264,-256,-768,3
386,127,-4,-1281,256
387,-123,130,-647,-129
388,-128,-127,-891,255
389,0,-129,-1024,-127
390,-130,-128,-639,1
391,-126,-127,-1277,-382
392,128,-129,-902,-258
393,-128,122,-638,-11
394,-132,130,-766,259
395,-124,-128,-896,-126
396,-259,0,-1024,126
397,1,0,-1025,255
398,-509,-129,-1282,261
399,-260,0,-646,-134
400,-385,-125,-504,264
401,-128,-1,-1023,-384
402,-254,124,-768,255
403,-2,-384,-768,-128
404,-389,131,-642,129
405,-254,-128,-1152,-256
406,127,-257,-1026,-130
407,-113,-130,-1152,-256
408,-512,0,-1024,-256
409,-384,0,-513,256
410,-639,128,-1283,-128
411,-643,0,-1152,513
412,-259,-127,-772,262
413,-254,-257,-635,-253
414,-256,0,-1153,-5
415,-128,256,-896,257
416,-258,-256,-897,128
417,-388,-256,-897,256
418,-509,-258,-1024,131
419,1,126,-897,-129
420,-247,-124,-767,124
421,-257,-256,-1023,131
422,-381,2,-1024,-127
423,-514,128,-1152,-127
424,-138,0,-1155,127
425,6,0,-896,1
426,-376,-128,-1149,-259
427,-383,0,-1024,384
428,-123,-128,-768,256
429,0,-256,-640,125
430,-136,-256,-640,-512
431,-385,-127,-640,257
432,-256,1,-1025,-256
433,-385,-253,-769,122
434,-256,-128,-1024,259
435,-257,385,-767,-254
436,0,127,-1026,-256
437,-128,255,-1152,-129
438,2,-127,-896,-130
439,-379,-130,-1024,255
440,-256,-128,-642,-249
441,-257,-128,-640,-512
442,-258,-1,-640,256
443,-253,-128,-770,-135
444,130,129,-1024,-127
445,-5,129,-896,129
446,-384,-255,-768,130
447,-2,-1,-1023,-512
448,-255,-128,-1152,2
449,-129,-256,-896,128
450,-384,0,-1024,-128
451,-386,-256,-896,128
452,-256,-2,-1019,-128
453,-385,130,-1282,125
454,3,-127,-898,2
455,-137,-127,-896,-255
456,-638,127,-898,-385
457,-127,-255,-895,-131
458,-513,-132,-511,127
459,-256,6,-1151,126
460,-125,-256,-770,128
461,-256,130,-1025,-258
462,-128,-134,-640,-255
463,-259,-382,-896,129
464,3,129,-767,-2
465,-640,2,-1280,-256
466,-11,-511,-901,383
467,-259,0,-512,-130
468,-128,254,-515,-126
469,-388,-384,-1155,513
470,-378,-2,-1279,253
471,4,0,-897,-255
472,-5,-127,-1020,-3
473,-391,-128,-1151,-126
474,126,0,-1280,-129
475,-256,-384,-1151,-1
476,128,128,-1026,0
477,1,-384,-1151,126
478,-257,-128,-770,509
479,-5,-514,-763,269
480,-1,-1,-1152,-383
481,-257,-257,-512,0
482,-126,-254,-899,256
483,-130,1,-897,-2
484,-256,0,-1152,-256
485,-256,-257,-1023,-1
486,-388,127,-1280,-128
487,-2,-1,-896,2
488,-125,-1,-896,384
489,-256,-128,-766,-3
490,-129,0,-770,257
491,0,-130,-1152,383
492,-251,-381,-770,2
493,-385,-514,-1024,128
494,-380,1,-895,128
495,1,-128,-771,126
496,-126,-1,-1154,0
497,129,-256,-1024,256
498,-263,-1,-1151,-1
499,-384,-124,-896,511
500,-3,-128,-1152,-128
501,-128,1,-896,-384
502,0,0,-768,-381
503,-256,-2,-900,-127
504,-3,-257,-1408,-128
505,-123,-133,-1280,0
506,-385,128,-896,-256
507,-382,-386,-1280,-381
508,-258,-379,-768,2
509,-250,127,-1153,0
510,-1,-258,-639,259
511,-393,129,-896,383
512,-380,1,-1154,1
513,-128,-128,-1024,256
514,-257,1,-1280,383
515,0,1,-1020,128
516,-256,-2,-1026,126
517,-129,-512,-1152,-255
518,-255,-6,-1024,381
519,-128,1,-1153,3
