,CH1,CH2,CH3,CH4
0,-257,11650,22652,-640
1,-380,11659,22780,5
2,-276,12287,22782,-639
3,128,11492,23041,-258
4,-359,11389,23040,-776
5,-525,11269,22910,-758
6,-4,11527,22656,-790
7,-360,11375,22783,-1152
8,-153,11269,22663,-608
9,133,11666,23055,-408
10,-116,11907,23038,-898
11,-241,11252,22912,-375
12,-518,11399,22912,-251
13,-165,11910,22913,-770
14,-119,11896,23164,-768
15,-45,11259,23049,-645
16,161,11521,22400,-1017
17,-354,11522,22909,-366
18,-167,12031,23039,-647
19,-104,11776,23038,-377
20,-366,12139,22785,-142
21,-406,11953,22782,-643
22,-115,11522,22900,1
23,-158,11765,23046,-870
24,-519,11776,22782,-640
25,-381,11645,23298,-266
26,-377,11903,22896,-918
27,-135,11640,22785,-611
28,-513,11642,22912,-268
29,-247,11255,22923,-809
30,-390,11262,23168,-860
31,-244,11646,23045,-525
32,-110,11648,23295,-1024
33,-12,11519,22910,-508
34,-279,11779,22914,-777
35,-401,11767,22912,-889
36,-508,11514,23045,-624
37,-379,11513,23169,-810
38,-376,11255,23168,-1103
39,-257,11412,23015,-249
40,-227,11649,22668,-785
41,-171,11518,23178,-223
42,-475,11519,22760,-260
43,153,11521,22664,-261
44,-313,11773,22910,-515
45,-522,11390,22912,-375
46,-342,11652,22911,-403
47,125,11658,22778,-750
48,-424,12033,22659,-115
49,-489,11633,22913,-539
50,-256,11649,22782,-504
51,-389,11522,22784,-511
52,-237,11515,22781,-893
53,-267,11885,23044,-904
54,-416,12091,22775,-533
55,-645,10878,23161,-474
56,-399,12015,22785,-1153
57,-272,11881,22783,-535
58,-115,11792,23039,-646
59,-375,11891,22898,-1294
60,-158,11374,22788,-1126
61,6,11403,23067,-232
62,-246,11776,23291,-139
63,-384,12160,23034,-511
64,-257,12043,23041,-386
65,-383,12393,22780,-1019
66,-382,10838,22785,-768
67,-257,11299,23166,-384
68,-512,11526,22651,-651
69,-262,11790,22903,-629
70,-381,11767,22533,-522
71,-386,11637,23077,-758
