,CH1,CH2,CH3,CH4
0,-220,23039,130,-785
1,-18,22912,130,-892
2,-553,23024,-1,-638
3,-332,22404,-2,-642
4,-25,23053,0,-912
5,-662,22635,-256,-1124
6,-339,22802,-7,-234
7,-293,23043,-380,-698
8,-775,23035,132,-749
9,-215,22784,-260,-543
10,-45,22910,4,-1407
11,-507,22901,129,-900
12,11,23173,257,-392
13,-259,22797,15,-384
14,-260,23006,-130,-512
15,-253,23303,106,-251
16,-196,22934,270,-257
17,233,22902,-244,-374
18,-46,22929,-13,-650
19,-409,22515,131,-1
20,-4,23149,121,-620
21,-486,22820,269,-535
22,-661,22886,-263,-263
23,-135,23297,257,-363
24,-129,22799,-488,-898
25,-107,22640,-263,-6
26,-619,23301,118,-531
27,-411,22912,383,-484
28,-368,23043,-5,127
29,-505,23168,13,-518
30,-517,23296,256,-256
31,-389,23183,-128,-507
32,-378,22666,-255,-769
33,-517,22530,1,-255
34,-12,22789,127,-641
35,-103,22910,128,-380
36,-513,22784,-4,5
37,0,22915,3,-140
38,-620,22912,124,-379
39,-393,22914,-262,125
40,-386,22782,-255,-646
41,-253,23037,-130,-648
42,-647,23170,244,-509
43,-134,23048,400,-633
44,-606,22915,-105,-756
45,-334,22792,-25,-905
46,40,22531,260,-408
47,-389,22630,15,-247
48,-10,23176,-1,-508
49,-256,22540,-120,-396
50,0,22905,-134,-353
51,-514,22535,-3,-757
52,11,22895,-2,-537
53,-400,22791,122,-494
54,-374,22784,136,-542
55,-255,22780,109,-143
56,-118,23039,514,-474
57,124,22909,21,-1034
58,-392,22915,0,-286
59,-379,23041,129,-368
60,20,22526,-262,-769
61,-39,22528,1,-401
62,-786,22778,0,-250
63,-339,22917,126,-508
64,-284,22527,390,-390
65,-521,22784,-1,-506
66,-358,22910,511,-762
67,-267,22652,253,-901
68,-374,22655,-258,-383
69,-124,22783,9,-516
70,-266,22786,129,-640
71,-406,22765,122,-668
72,-480,23294,-129,140
73,123,22810,124,-859
74,-678,22775,143,-669
75,-628,22786,-263,-645
76,-257,22776,130,-387
77,-501,22914,-373,-627
78,-647,22890,-22,-648
79,-131,23430,-1,-630
80,-256,22827,131,-667
81,-384,22895,-125,-29
82,-246,22782,-1,-211
83,-390,23029,-129,-498
84,-14,23043,2,-446
85,-229,23039,-131,392
86,-535,23034,231,-634
87,111,22785,275,-517
88,-224,23046,-372,-512
89,-47,22903,-383,-384
90,-64,22910,0,-505
91,-531,22923,-16,-133
92,106,23160,-373,-766
93,-242,22785,257,-640
94,-131,23170,-128,-770
95,-376,22776,383,-386
96,-151,22803,-127,-381
97,146,23166,385,-511
98,-514,22763,132,-385
99,117,22796,0,-658
100,-364,23052,120,-612
101,101,23026,-261,-260
102,139,22654,28,-650
103,17,22784,256,-512
104,-266,22660,127,-638
105,135,23042,1,-260
106,-458,22911,-254,-386
107,-416,23040,3,-640
108,-259,22905,641,-380
109,-249,22912,129,-256
110,-372,23040,510,-255
111,-393,22780,2,-258
112,-268,22648,4,-517
113,-248,23019,255,-774
114,-474,23158,-126,-646
115,-479,23190,-132,-130
116,274,22791,-124,-613
117,-298,22784,-13,-768
118,-235,22653,385,4
119,128,23051,-130,-539
120,-279,23025,-2,-501
121,-505,22785,-255,-540
122,11,23044,135,-903
123,-282,22913,0,-456
124,-232,22656,116,-290
125,-5,22784,-397,-1154
126,-288,22911,-244,-635
127,-386,22911,0,-768
128,-375,22916,-255,-503
129,-240,23040,0,-510
130,-113,22907,-260,-525
131,-157,22911,18,-459
132,-541,22916,128,263
133,-479,23184,-20,-618
134,-406,23286,-244,-840
135,-474,22782,281,139
136,31,23041,241,-407
137,-161,23166,-5,-376
138,-251,22902,-1,-6
139,-270,22662,2,-525
140,-370,23046,-125,-514
141,-129,22899,255,-631
142,-405,22914,1,-389
143,-212,22911,253,-921
144,-43,23036,-258,-1028
145,-498,23300,123,-388
146,191,23039,2,-371
147,-233,23183,-6,-656
148,-673,22664,18,-18
149,-131,23032,-259,-462
150,-502,23027,126,-1028
151,-152,22785,256,-506
152,-358,22764,1,-541
153,-391,22265,-2,-1142
154,-387,22826,-131,-375
155,-259,23552,18,-907
156,-130,23027,120,-515
157,132,22788,-128,-257
158,-508,22910,127,-771
159,-380,22781,-4,-128
160,1,22921,-128,-889
161,5,22899,129,-735
162,-380,22650,-4,-126
163,-136,22951,146,-665
164,256,23300,101,-620
165,-126,23028,-263,-4
166,-256,22923,27,-797
167,-514,23296,-19,-635
168,-384,22901,-118,-126
169,-129,22926,137,-130
170,-373,23155,-8,-504
171,-646,22653,-117,-891
172,-261,22907,249,-377
173,-498,22393,-271,-668
174,-289,22807,12,-777
