,CH1,CH2,CH3,CH4
0,-1408,25126,-3699,266
1,-1389,25452,-3455,114
2,-1136,24963,-3732,124
3,-1201,25096,-3453,6
4,-1534,24960,-3066,122
5,-1095,24969,-3061,-135
6,-1185,24831,-3608,130
7,-1521,24873,-3837,277
8,-1024,25595,-3708,389
9,-1438,24782,-3713,-17
10,-1536,25079,-3601,1
11,-1264,25084,-3850,-116
12,-1280,24960,-3182,124
13,-1442,24558,-3199,-126
14,-1794,24706,-3071,255
15,-1776,25112,-3324,98
16,-1539,25486,-3453,2
17,-1275,24792,-3331,22
18,-1403,24943,-3329,380
19,-1405,24960,-3203,122
20,-1285,25079,-3320,-7
21,-1298,24962,-3337,133
22,-1416,24605,-3207,242
23,-1025,24449,-3083,266
24,-1274,24907,-3067,-228
25,-1423,25222,-3089,-139
26,-1795,25501,-3063,81
27,-1282,24975,-3761,499
28,-1268,25097,-3851,300
29,-1293,24830,-3551,134
30,-1251,25221,-3075,91
31,-1413,24842,-3417,380
32,-1255,25296,-3352,148
33,-1771,25347,-3314,253
34,-1592,25111,-3455,25
35,-1533,24841,-3452,117
36,-1437,24584,-3582,223
37,-1405,24713,-3470,500
38,-1696,25090,-3210,333
39,-1028,25213,-3185,-128
40,-1591,24964,-3591,245
41,-1667,24956,-3474,129
42,-1677,24967,-3189,371
43,-1409,25471,-2943,256
44,-1665,24970,-3212,115
45,-1408,25107,-3075,383
46,-1665,25087,-2942,145
47,-1410,24820,-2949,130
48,-1792,24833,-3337,-3
49,-1387,25129,-3456,254
50,-1280,25618,-3455,-3
51,-1421,24784,-3215,385
52,-1792,24957,-2663,156
53,-1510,24567,-2971,-5
54,-1544,24959,-3453,-7
55,-1515,24811,-3202,260
56,-1408,24941,-3749,128
57,-1376,25087,-3669,258
58,-1023,24959,-3041,124
59,-1314,25267,-3207,255
60,-1276,25464,-3286,7
61,-1117,24828,-2810,134
62,-1047,25462,-3141,127
63,-1587,25038,-3473,-14
64,-1664,24705,-3608,-261
65,-1654,24705,-3709,293
66,-1394,24827,-3298,258
67,-1289,25220,-3331,509
68,-1410,24977,-3312,134
69,-1423,24975,-3049,257
70,-1532,25100,-2995,-3
71,-1264,24839,-3463,144
