,CH1,CH2,CH3,CH4
0,-262,10998,22916,-729
1,-383,11149,22913,-23
2,-259,11395,23045,-1219
3,-382,11392,23045,-956
4,-261,11263,23167,-383
5,-529,11520,23039,-779
6,-510,11648,23039,-895
7,-331,11517,22788,-762
8,-33,11393,23167,-654
9,-688,11517,22772,-1163
10,-468,11391,22936,-1028
11,-418,11377,23165,-962
12,-612,11000,22895,25
13,-85,11282,22938,-586
14,-303,11662,23285,-748
15,-507,11901,22771,-371
16,-381,11390,23057,-256
17,-534,11528,23172,-391
18,-644,11769,22914,-504
19,-484,11257,23046,-125
20,-113,11680,23426,-702
21,-133,11996,23156,-1266
22,-283,11110,22912,-469
23,-501,11267,23042,-399
24,-253,11260,23042,-765
25,-560,11524,22912,-645
26,-454,11021,23036,-256
27,32,11094,23035,-506
28,-105,11771,23163,-509
29,-257,11275,23167,-868
30,-146,11148,23296,-1042
31,-92,11533,23167,-252
32,-501,11512,23292,-407
33,-282,11382,23033,-620
34,-135,11272,23029,-3
35,2,11520,22782,-785
36,-128,11129,23052,-514
37,1,11278,23041,-257
38,-380,12045,22651,-765
39,-509,12146,22658,-512
40,-127,11623,23170,-512
41,-251,11404,23037,-239
42,-393,11488,23175,-144
43,-1,10859,23025,-645
44,-256,11304,22914,-242
45,-129,11645,22899,-275
46,0,11388,22949,-767
47,-259,11523,23419,-251
48,-256,11514,22892,-515
49,-125,11395,23044,-1025
50,-502,11515,23167,-775
51,-526,11263,23022,-516
52,6,11535,22659,-771
53,-503,11518,22913,-634
54,-145,11521,22933,-627
55,-250,11518,23557,-520
56,-258,11523,23006,-1152
57,-263,11486,22916,-647
58,-123,12013,23167,-480
59,-372,11699,22921,-1019
60,-276,11243,22772,-660
61,-246,11648,23039,-754
62,-392,11257,22913,-772
63,116,11390,23165,-512
64,0,11277,23175,-387
65,-134,12035,22781,-899
66,-387,11248,22908,-761
67,-253,11144,23039,-515
68,-406,11653,22787,-252
69,-202,11512,22781,-641
70,235,11395,22910,-260
71,-398,11676,22912,-506
72,-112,11755,23039,-768
73,-407,11233,23168,-506
74,-640,11134,23034,-642
75,-365,11286,23048,-653
76,-134,11774,23168,-742
77,-392,11384,23043,19
78,-70,11520,23296,-273
79,242,11392,23039,-1030
80,-148,11645,23169,-767
81,-143,11120,22912,-641
82,-374,11154,23168,-502
83,7,11676,22897,-110
84,-127,11888,22795,-11
85,142,11388,23175,-431
86,-39,11523,23164,-483
87,-244,11520,23042,101
